,item_material,flat_index,item_id,x,y,x_length,y_length
0,YW10-0218S,0,356,0.0,0.0,2418.0,58.0
1,YW10-0218S,0,333,0.0,58.0,2098.0,290.0
2,YW10-0218S,0,465,0.0,348.0,594.0,366.0
3,YW10-0218S,0,230,0.0,714.0,812.0,58.0
4,YW10-0218S,0,98,812.0,714.0,1462.0,58.0
5,YW10-0218S,0,106,0.0,772.0,935.5,369.0
6,YW10-0218S,0,585,935.5,772.0,1458.0,369.0
7,YW10-0218S,0,292,0.0,1141.0,632.0,58.0
8,YW10-0218S,0,578,632.0,1141.0,1460.0,58.0
9,YW10-0218S,1,542,0.0,0.0,2418.0,58.0
10,YW10-0218S,1,46,0.0,58.0,771.0,480.0
11,YW10-0218S,1,403,771.0,58.0,771.0,480.0
12,YW10-0218S,1,304,0.0,538.0,2368.0,328.0
13,YW10-0218S,1,399,0.0,866.0,898.0,237.0
14,YW10-0218S,1,73,0.0,1103.0,2388.0,98.0
15,YW10-0218S,2,235,0.0,0.0,2418.0,58.0
16,YW10-0218S,2,630,0.0,58.0,1968.0,55.0
17,YW10-0218S,2,373,0.0,113.0,841.0,88.0
18,YW10-0218S,2,718,841.0,113.0,771.0,88.0
19,YW10-0218S,2,386,0.0,201.0,691.0,477.0
20,YW10-0218S,2,672,691.0,201.0,691.0,477.0
21,YW10-0218S,2,484,1382.0,201.0,502.0,477.0
22,YW10-0218S,2,284,0.0,678.0,508.0,479.0
23,YW10-0218S,2,275,0.0,1157.0,237.0,58.0
24,YW10-0218S,2,13,237.0,1157.0,2161.0,58.0
25,YW10-0218S,3,723,0.0,0.0,2416.0,38.0
26,YW10-0218S,3,41,0.0,38.0,2198.0,198.0
27,YW10-0218S,3,274,0.0,236.0,877.0,343.0
28,YW10-0218S,3,691,877.0,236.0,877.0,343.0
29,YW10-0218S,3,212,0.0,579.0,2353.0,328.0
30,YW10-0218S,3,758,0.0,907.0,2334.5,311.0
31,YW10-0218S,4,765,0.0,0.0,2398.0,393.0
32,YW10-0218S,4,581,0.0,393.0,2103.0,58.0
33,YW10-0218S,4,458,0.0,451.0,798.0,357.0
34,YW10-0218S,4,415,0.0,808.0,822.0,58.0
35,YW10-0218S,4,649,822.0,808.0,918.0,58.0
36,YW10-0218S,4,338,0.0,866.0,1998.0,58.0
37,YW10-0218S,4,178,0.0,924.0,2028.0,58.0
38,YW10-0218S,4,713,0.0,982.0,2198.0,58.0
39,YW10-0218S,4,170,0.0,1040.0,2393.0,38.0
40,YW10-0218S,4,497,0.0,1078.0,2108.0,58.0
41,YW10-0218S,4,361,0.0,1136.0,2292.0,58.0
42,YW10-0218S,5,113,0.0,0.0,2398.0,328.0
43,YW10-0218S,5,176,0.0,328.0,488.0,118.0
44,YW10-0218S,5,683,488.0,328.0,978.0,118.0
45,YW10-0218S,5,487,1466.0,328.0,488.0,118.0
46,YW10-0218S,5,534,1954.0,328.0,438.0,118.0
47,YW10-0218S,5,346,0.0,446.0,1781.0,348.0
48,YW10-0218S,5,267,0.0,794.0,930.0,358.0
49,YW10-0218S,5,661,0.0,1152.0,636.0,58.0
50,YW10-0218S,5,440,636.0,1152.0,1437.0,58.0
51,YW10-0218S,6,25,0.0,0.0,2398.0,299.0
52,YW10-0218S,6,161,0.0,299.0,1165.0,491.0
53,YW10-0218S,6,611,0.0,790.0,880.0,348.0
54,YW10-0218S,6,686,880.0,790.0,1128.0,348.0
55,YW10-0218S,6,755,2008.0,790.0,373.5,348.0
56,YW10-0218S,6,226,0.0,1138.0,488.0,78.0
57,YW10-0218S,6,409,488.0,1138.0,1598.0,78.0
58,YW10-0218S,7,115,0.0,0.0,2388.0,558.0
59,YW10-0218S,7,57,0.0,558.0,2114.0,441.5
60,YW10-0218S,7,61,0.0,999.5,2367.0,218.0
61,YW10-0218S,8,588,0.0,0.0,2353.0,58.0
62,YW10-0218S,8,453,0.0,58.0,2224.0,58.0
63,YW10-0218S,8,56,0.0,116.0,882.0,447.0
64,YW10-0218S,8,352,0.0,563.0,568.0,246.0
65,YW10-0218S,8,17,0.0,809.0,1320.5,400.0
66,YW10-0218S,9,48,0.0,0.0,2353.0,38.0
67,YW10-0218S,9,479,0.0,38.0,2338.0,588.0
68,YW10-0218S,9,493,0.0,626.0,2098.0,580.0
69,YW10-0218S,10,9,0.0,0.0,2348.0,558.0
70,YW10-0218S,10,211,0.0,558.0,407.0,277.5
71,YW10-0218S,10,709,0.0,835.5,404.0,339.0
72,YW10-0218S,10,640,0.0,1174.5,2294.0,38.0
73,YW10-0218S,11,8,0.0,0.0,2348.0,630.0
74,YW10-0218S,11,186,0.0,630.0,888.5,347.0
75,YW10-0218S,11,586,888.5,630.0,374.0,347.0
76,YW10-0218S,11,703,1262.5,630.0,360.5,347.0
77,YW10-0218S,11,324,1623.0,630.0,128.0,347.0
78,YW10-0218S,11,540,0.0,977.0,843.0,242.0
79,YW10-0218S,12,452,0.0,0.0,2328.5,153.5
80,YW10-0218S,12,254,0.0,153.5,762.0,327.0
81,YW10-0218S,12,148,762.0,153.5,777.0,327.0
82,YW10-0218S,12,402,1539.0,153.5,760.0,327.0
83,YW10-0218S,12,647,0.0,480.5,557.0,360.0
84,YW10-0218S,12,748,0.0,840.5,1080.0,378.0
85,YW10-0218S,13,752,0.0,0.0,2308.0,347.0
86,YW10-0218S,13,393,0.0,347.0,1517.0,559.0
87,YW10-0218S,13,467,0.0,906.0,997.0,310.0
88,YW10-0218S,13,308,997.0,906.0,998.0,310.0
89,YW10-0218S,14,574,0.0,0.0,2301.0,707.0
90,YW10-0218S,14,187,0.0,707.0,921.0,402.0
91,YW10-0218S,14,19,0.0,1109.0,2078.0,98.0
92,YW10-0218S,15,252,0.0,0.0,2301.0,632.0
93,YW10-0218S,15,259,0.0,632.0,2161.0,298.0
