,item_material,flat_index,item_id,x,y,x_length,y_length
0,YW10-0218S,0,542,0.0,0.0,2418.0,58.0
1,YW10-0218S,0,113,0.0,58.0,2398.0,328.0
2,YW10-0218S,0,158,0.0,386.0,956.0,58.0
3,YW10-0218S,0,98,956.0,386.0,1462.0,58.0
4,YW10-0218S,0,452,0.0,444.0,2328.5,153.5
5,YW10-0218S,0,425,0.0,597.5,1970.0,58.0
6,YW10-0218S,0,688,0.0,655.5,802.0,318.0
7,YW10-0218S,0,75,0.0,973.5,673.0,58.0
8,YW10-0218S,0,523,673.0,973.5,1218.0,58.0
9,YW10-0218S,0,141,0.0,1031.5,724.0,58.0
10,YW10-0218S,0,282,724.0,1031.5,1048.0,58.0
11,YW10-0218S,0,497,0.0,1089.5,2108.0,58.0
12,YW10-0218S,0,753,0.0,1147.5,942.0,58.0
13,YW10-0218S,0,648,942.0,1147.5,1012.0,58.0
14,YW10-0218S,1,235,0.0,0.0,2418.0,58.0
15,YW10-0218S,1,266,0.0,58.0,368.0,298.0
16,YW10-0218S,1,631,368.0,58.0,1008.0,298.0
17,YW10-0218S,1,488,0.0,356.0,668.4,289.0
18,YW10-0218S,1,371,668.4,356.0,754.0,289.0
19,YW10-0218S,1,18,1422.4,356.0,508.0,289.0
20,YW10-0218S,1,132,0.0,645.0,1625.0,377.0
21,YW10-0218S,1,144,0.0,1022.0,942.0,58.0
22,YW10-0218S,1,747,942.0,1022.0,1462.0,58.0
23,YW10-0218S,1,73,0.0,1080.0,2388.0,98.0
24,YW10-0218S,1,640,0.0,1178.0,2294.0,38.0
25,YW10-0218S,2,356,0.0,0.0,2418.0,58.0
26,YW10-0218S,2,659,0.0,58.0,560.0,395.0
27,YW10-0218S,2,316,560.0,58.0,815.0,395.0
28,YW10-0218S,2,70,1375.0,58.0,560.0,395.0
29,YW10-0218S,2,457,1935.0,58.0,306.0,395.0
30,YW10-0218S,2,96,0.0,453.0,1162.0,327.0
31,YW10-0218S,2,676,1162.0,453.0,862.0,327.0
32,YW10-0218S,2,710,2024.0,453.0,361.0,327.0
33,YW10-0218S,2,35,0.0,780.0,507.0,415.0
34,YW10-0218S,2,770,507.0,780.0,507.0,415.0
35,YW10-0218S,3,723,0.0,0.0,2416.0,38.0
36,YW10-0218S,3,107,0.0,38.0,793.0,446.5
37,YW10-0218S,3,125,0.0,484.5,747.0,380.0
38,YW10-0218S,3,443,747.0,484.5,1028.0,380.0
39,YW10-0218S,3,667,1775.0,484.5,517.5,380.0
40,YW10-0218S,3,312,2292.5,484.5,58.0,380.0
41,YW10-0218S,3,143,0.0,864.5,439.0,355.0
42,YW10-0218S,3,417,439.0,864.5,888.5,355.0
43,YW10-0218S,4,25,0.0,0.0,2398.0,299.0
44,YW10-0218S,4,50,0.0,299.0,2048.0,118.0
45,YW10-0218S,4,325,0.0,417.0,2014.0,383.8
46,YW10-0218S,4,573,0.0,800.8,2081.0,419.0
47,YW10-0218S,5,765,0.0,0.0,2398.0,393.0
48,YW10-0218S,5,755,0.0,393.0,373.5,348.0
49,YW10-0218S,5,346,373.5,393.0,1781.0,348.0
50,YW10-0218S,5,605,0.0,741.0,527.5,478.0
51,YW10-0218S,5,11,527.5,741.0,878.0,478.0
52,YW10-0218S,5,90,1405.5,741.0,278.0,478.0
53,YW10-0218S,6,170,0.0,0.0,2393.0,38.0
54,YW10-0218S,6,656,0.0,38.0,2196.0,579.0
