,batch_index,item_material,flat_index,item_id,x,y,x_length,y_length
0,0,XXB-0215S,0,24474,0.0,0.0,2080.0,794.0
1,0,XXB-0215S,1,24366,0.0,0.0,2276.0,492.0
2,0,XXB-0215S,1,27443,0.0,492.0,1107.0,489.5
3,0,XXB-0215S,2,24179,0.0,0.0,2321.0,524.0
4,0,XXB-0215S,2,26452,0.0,524.0,812.0,598.0
5,0,XXB-0215S,2,28174,0.0,1122.0,333.0,92.5
6,0,XXB-0215S,2,27441,333.0,1122.0,333.0,92.5
7,0,XXB-0215S,3,24980,0.0,0.0,2001.0,775.0
8,0,XXB-0215S,3,27145,0.0,775.0,495.0,410.0
9,0,XXB-0215S,4,24132,0.0,0.0,2080.0,774.0
10,0,XXB-0215S,4,26703,0.0,774.0,749.0,400.0
11,0,XXB-0215S,4,25485,749.0,774.0,749.0,400.0
12,0,XXB-0215S,5,26155,0.0,0.0,2261.0,197.0
13,0,XXB-0215S,5,24984,0.0,197.0,2080.0,355.0
14,0,XXB-0215S,5,25877,0.0,552.0,1451.0,512.0
15,0,XXB-0215S,5,26973,0.0,1064.0,812.0,103.0
16,0,XXB-0215S,5,25070,812.0,1064.0,812.0,103.0
17,0,XXB-0215S,5,25213,1624.0,1064.0,812.0,103.0
18,0,XXB-0215S,6,26702,0.0,0.0,1754.5,731.0
19,0,XXB-0215S,6,27490,0.0,731.0,488.0,198.0
20,0,XXB-0215S,6,24351,488.0,731.0,488.0,198.0
21,0,XXB-0215S,6,25905,976.0,731.0,488.0,198.0
22,0,XXB-0215S,6,25098,0.0,929.0,1224.5,215.0
23,0,XXB-0215S,6,25051,1754.5,0.0,647.0,449.0
24,0,XXB-0215S,7,24811,0.0,0.0,2326.0,731.0
25,0,XXB-0215S,7,27018,0.0,731.0,2360.0,80.0
26,0,XXB-0215S,7,24992,0.0,811.0,701.5,362.0
27,0,XXB-0215S,8,27547,0.0,0.0,2100.5,247.0
28,0,XXB-0215S,8,25328,0.0,247.0,2080.0,736.0
29,0,XXB-0215S,8,26594,0.0,983.0,488.0,198.0
30,0,XXB-0215S,8,26314,488.0,983.0,488.0,198.0
31,0,XXB-0215S,8,26397,976.0,983.0,488.0,198.0
32,0,XXB-0215S,9,23509,0.0,0.0,2126.0,350.0
33,0,XXB-0215S,9,23558,0.0,350.0,1861.0,749.0
34,0,XXB-0215S,9,26952,0.0,1099.0,338.0,118.0
35,0,XXB-0215S,9,23793,338.0,1099.0,338.0,118.0
36,0,XXB-0215S,9,26265,676.0,1099.0,338.0,118.0
37,0,XXB-0215S,9,26789,1014.0,1099.0,338.0,118.0
38,0,XXB-0215S,10,23868,0.0,0.0,812.0,103.0
39,0,XXB-0215S,10,25345,0.0,103.0,604.0,597.0
40,0,XXB-0215S,10,25556,0.0,700.0,489.0,306.0
41,0,XXB-0215S,10,27008,0.0,1006.0,305.0,172.5
42,0,XXB-0215S,10,24887,812.0,0.0,794.0,470.5
43,0,XXB-0215S,10,26469,812.0,470.5,604.0,597.0
44,0,XXB-0215S,10,26836,812.0,1067.5,520.0,132.5
45,0,XXB-0215S,10,23883,1606.0,0.0,774.0,470.5
46,0,XXB-0215S,10,27196,1606.0,470.5,603.0,597.0
47,0,XXB-0215S,10,27105,1606.0,1067.5,520.0,132.5
48,0,XXB-0215S,11,25081,0.0,0.0,1241.0,512.0
49,0,XXB-0215S,11,24547,0.0,512.0,812.0,693.5
50,0,XXB-0215S,11,27960,1241.0,0.0,1018.0,898.0
51,0,XXB-0215S,11,28262,1241.0,898.0,489.0,306.0
52,0,XXB-0215S,11,24247,1730.0,898.0,489.0,306.0
53,0,XXB-0215S,12,26576,0.0,0.0,1296.0,562.0
54,0,XXB-0215S,12,26586,0.0,562.0,1148.0,622.0
55,0,XXB-0215S,12,27743,1296.0,0.0,1018.0,465.0
56,0,XXB-0215S,12,25071,1296.0,465.0,647.0,449.0
57,0,XXB-0215S,12,28066,1296.0,914.0,448.0,158.0
58,0,XXB-0215S,12,27847,1744.0,914.0,448.0,158.0
59,0,XXB-0215S,13,26534,0.0,0.0,2080.0,933.0
60,0,XXB-0215S,13,27238,0.0,933.0,438.0,158.0
61,0,XXB-0215S,13,26404,438.0,933.0,488.0,158.0
62,0,XXB-0215S,13,26664,926.0,933.0,488.0,158.0
63,0,XXB-0215S,13,28194,1414.0,933.0,488.0,158.0
64,0,XXB-0215S,13,26738,0.0,1091.0,562.0,103.0
65,0,XXB-0215S,13,24454,562.0,1091.0,812.0,103.0
66,0,XXB-0215S,13,26036,1374.0,1091.0,562.0,103.0
67,0,XXB-0215S,14,25125,0.0,0.0,1861.0,749.0
68,0,XXB-0215S,14,26042,0.0,749.0,736.0,470.5
69,0,XXB-0215S,14,26916,736.0,749.0,803.0,470.5
