,item_material,flat_index,item_id,x,y,x_length,y_length
0,NBSY-0218SD,0,25146,0.0,0.0,2360.0,58.0
1,NBSY-0218SD,0,25583,0.0,58.0,2438.0,38.0
2,NBSY-0218SD,0,25389,0.0,96.0,2438.0,38.0
3,NBSY-0218SD,0,25264,0.0,134.0,1768.0,58.0
4,NBSY-0218SD,0,25678,0.0,192.0,2361.0,58.0
5,NBSY-0218SD,0,25169,0.0,250.0,2438.0,38.0
6,NBSY-0218SD,1,25400,0.0,0.0,2438.0,38.0
7,NBSY-0218SD,1,25252,0.0,38.0,2355.0,38.0
8,NBSY-0218SD,1,25515,0.0,76.0,2384.0,58.0
9,NBSY-0218SD,1,25564,0.0,134.0,922.0,329.0
10,NBSY-0218SD,1,25280,922.0,134.0,777.0,329.0
11,NBSY-0218SD,1,25598,0.0,463.0,2438.0,38.0
12,NBSY-0218SD,1,25539,0.0,501.0,2438.0,38.0
13,NBSY-0218SD,1,25615,0.0,539.0,2236.0,402.0
14,NBSY-0218SD,1,25699,0.0,941.0,910.0,239.0
15,NBSY-0218SD,1,25124,0.0,1180.0,2398.0,38.0
16,NBSY-0218SD,2,25494,0.0,0.0,2377.0,415.0
17,NBSY-0218SD,2,25532,0.0,415.0,1063.0,58.0
18,NBSY-0218SD,2,25844,1063.0,415.0,1302.0,58.0
19,NBSY-0218SD,2,25094,0.0,473.0,2138.0,58.0
20,NBSY-0218SD,2,25608,0.0,531.0,921.0,58.0
21,NBSY-0218SD,2,25779,921.0,531.0,1062.0,58.0
22,NBSY-0218SD,2,25355,0.0,589.0,2410.0,38.0
23,NBSY-0218SD,2,25115,0.0,627.0,950.0,58.0
24,NBSY-0218SD,2,25584,950.0,627.0,1010.0,58.0
25,NBSY-0218SD,2,25336,0.0,685.0,594.5,175.5
26,NBSY-0218SD,2,25354,0.0,860.5,1132.0,359.0
27,NBSY-0218SD,3,25473,0.0,0.0,2391.0,38.0
28,NBSY-0218SD,3,25121,0.0,38.0,2218.0,58.0
29,NBSY-0218SD,3,25915,0.0,96.0,2301.0,188.0
30,NBSY-0218SD,3,25858,0.0,284.0,526.0,306.5
31,NBSY-0218SD,3,25241,0.0,590.5,1447.5,310.0
32,NBSY-0218SD,3,25617,0.0,900.5,541.0,319.0
33,NBSY-0218SD,4,25360,0.0,0.0,2418.0,58.0
34,NBSY-0218SD,4,25414,0.0,58.0,1011.0,58.0
35,NBSY-0218SD,4,25711,1011.0,58.0,1414.0,58.0
36,NBSY-0218SD,4,25565,0.0,116.0,924.0,225.5
37,NBSY-0218SD,4,25488,0.0,341.5,711.0,52.5
38,NBSY-0218SD,4,25174,711.0,341.5,911.0,52.5
39,NBSY-0218SD,4,25131,0.0,394.0,1011.0,58.0
40,NBSY-0218SD,4,25675,1011.0,394.0,1357.0,58.0
41,NBSY-0218SD,4,25291,0.0,452.0,423.0,268.0
42,NBSY-0218SD,4,25602,0.0,720.0,1222.0,337.0
43,NBSY-0218SD,4,25225,0.0,1057.0,1597.0,55.0
44,NBSY-0218SD,4,25916,0.0,1112.0,767.0,58.0
45,NBSY-0218SD,4,25642,767.0,1112.0,1343.0,58.0
46,NBSY-0218SD,4,25385,0.0,1170.0,920.5,38.0
47,NBSY-0218SD,4,25582,920.5,1170.0,1010.0,38.0
48,NBSY-0218SD,5,25553,0.0,0.0,2369.0,392.5
49,NBSY-0218SD,5,25612,0.0,392.5,939.0,358.5
50,NBSY-0218SD,5,25463,0.0,751.0,792.0,329.0
51,NBSY-0218SD,5,25452,792.0,751.0,1196.8,329.0
52,NBSY-0218SD,5,25899,1988.8,751.0,188.0,329.0
53,NBSY-0218SD,5,25444,0.0,1080.0,732.0,58.0
54,NBSY-0218SD,5,25098,732.0,1080.0,1472.0,58.0
55,NBSY-0218SD,5,25423,0.0,1138.0,2420.0,38.0
56,NBSY-0218SD,5,25772,0.0,1176.0,900.0,38.0
57,NBSY-0218SD,5,25130,900.0,1176.0,1220.0,38.0
58,NBSY-0218SD,6,25093,0.0,0.0,2301.0,400.0
59,NBSY-0218SD,6,25446,0.0,400.0,1063.0,177.0
60,NBSY-0218SD,6,25177,1063.0,400.0,692.0,177.0
61,NBSY-0218SD,6,25129,0.0,577.0,883.0,38.0
62,NBSY-0218SD,6,25633,883.0,577.0,1298.0,38.0
63,NBSY-0218SD,6,25902,0.0,615.0,801.0,289.0
64,NBSY-0218SD,6,25538,801.0,615.0,605.5,289.0
65,NBSY-0218SD,6,25391,1406.5,615.0,592.5,289.0
66,NBSY-0218SD,6,25200,0.0,904.0,439.0,316.0
67,NBSY-0218SD,7,25821,0.0,0.0,2339.0,440.0
68,NBSY-0218SD,7,25233,0.0,440.0,793.0,327.5
69,NBSY-0218SD,7,25108,0.0,767.5,770.0,58.0
70,NBSY-0218SD,7,25789,770.0,767.5,1639.0,58.0
71,NBSY-0218SD,7,25495,0.0,825.5,2438.0,38.0
72,NBSY-0218SD,7,25618,0.0,863.5,1822.0,350.0
73,NBSY-0218SD,8,25554,0.0,0.0,2370.0,558.0
74,NBSY-0218SD,8,25859,0.0,558.0,465.0,349.0
75,NBSY-0218SD,8,25289,465.0,558.0,548.0,349.0
76,NBSY-0218SD,8,25546,0.0,907.0,900.0,287.5
77,NBSY-0218SD,9,25875,0.0,0.0,2301.0,838.0
78,NBSY-0218SD,9,25702,0.0,838.0,456.0,379.0
79,NBSY-0218SD,9,25501,456.0,838.0,732.0,379.0
80,NBSY-0218SD,9,25794,1188.0,838.0,456.0,379.0
81,NBSY-0218SD,10,25372,0.0,0.0,2389.0,330.0
82,NBSY-0218SD,10,25477,0.0,330.0,462.0,346.0
83,NBSY-0218SD,10,25508,0.0,676.0,815.0,418.5
84,NBSY-0218SD,10,25168,815.0,676.0,815.0,418.5
85,NBSY-0218SD,10,25375,0.0,1094.5,288.0,118.0
86,NBSY-0218SD,10,25556,288.0,1094.5,288.0,118.0
87,NBSY-0218SD,11,25478,0.0,0.0,2398.0,280.0
88,NBSY-0218SD,11,25647,0.0,280.0,1098.0,380.0
89,NBSY-0218SD,11,25663,1098.0,280.0,528.0,380.0
90,NBSY-0218SD,11,25616,1626.0,280.0,475.5,380.0
91,NBSY-0218SD,11,25577,2101.5,280.0,300.0,380.0
92,NBSY-0218SD,11,25127,0.0,660.0,677.0,426.5
93,NBSY-0218SD,11,25167,677.0,660.0,677.0,426.5
94,NBSY-0218SD,11,25138,0.0,1086.5,305.0,132.5
95,NBSY-0218SD,11,25166,305.0,1086.5,817.0,132.5
96,NBSY-0218SD,11,25918,1122.0,1086.5,659.0,132.5
97,NBSY-0218SD,11,25379,1781.0,1086.5,609.0,132.5
98,NBSY-0218SD,12,25879,0.0,0.0,2386.0,420.0
99,NBSY-0218SD,12,25282,0.0,420.0,936.0,538.0
100,NBSY-0218SD,12,25707,936.0,420.0,427.0,538.0
101,NBSY-0218SD,12,25155,1363.0,420.0,427.0,538.0
102,NBSY-0218SD,12,25805,0.0,958.0,262.0,260.0
103,NBSY-0218SD,12,25866,262.0,958.0,1332.0,260.0
104,NBSY-0218SD,12,25597,1594.0,958.0,427.0,260.0
105,NBSY-0218SD,12,25926,2021.0,958.0,262.0,260.0
106,NBSY-0218SD,13,25185,0.0,0.0,2252.0,390.0
107,NBSY-0218SD,13,25591,0.0,390.0,658.0,338.0
108,NBSY-0218SD,13,25136,658.0,390.0,766.0,338.0
109,NBSY-0218SD,13,25590,1424.0,390.0,158.0,338.0
110,NBSY-0218SD,13,25580,1582.0,390.0,158.0,338.0
111,NBSY-0218SD,13,25491,1740.0,390.0,158.0,338.0
112,NBSY-0218SD,13,25459,1898.0,390.0,118.0,338.0
113,NBSY-0218SD,13,25555,0.0,728.0,2001.0,459.0
114,NBSY-0218SD,14,25445,0.0,0.0,2398.0,580.0
115,NBSY-0218SD,14,25325,0.0,580.0,1498.0,598.0
116,NBSY-0218SD,14,25897,1498.0,580.0,298.0,598.0
117,NBSY-0218SD,14,25433,1796.0,580.0,298.0,598.0
118,NBSY-0218SD,14,25620,0.0,1178.0,378.0,38.0
119,NBSY-0218SD,14,25912,378.0,1178.0,1468.0,38.0
120,NBSY-0218SD,14,25424,1846.0,1178.0,527.0,38.0
121,NBSY-0218SD,15,25681,0.0,0.0,2398.0,575.0
122,NBSY-0218SD,15,25180,0.0,575.0,880.0,438.0
123,NBSY-0218SD,15,25659,880.0,575.0,491.0,438.0
124,NBSY-0218SD,15,25610,1371.0,575.0,198.0,438.0
125,NBSY-0218SD,15,25204,1569.0,575.0,118.0,438.0
126,NBSY-0218SD,15,25651,0.0,1013.0,2201.0,201.0
127,NBSY-0218SD,16,25208,0.0,0.0,2398.0,398.0
128,NBSY-0218SD,16,25356,0.0,398.0,1248.0,58.0
129,NBSY-0218SD,16,25317,1248.0,398.0,1183.0,58.0
130,NBSY-0218SD,16,25464,0.0,456.0,1478.0,478.0
131,NBSY-0218SD,16,25839,0.0,934.0,1198.0,280.0
132,NBSY-0218SD,17,25683,0.0,0.0,2301.0,856.0
133,NBSY-0218SD,17,25601,0.0,856.0,693.0,299.0
134,NBSY-0218SD,17,25426,0.0,1155.0,407.0,58.0
135,NBSY-0218SD,17,25234,407.0,1155.0,1859.0,58.0
136,NBSY-0218SD,18,25739,0.0,0.0,2339.0,440.0
137,NBSY-0218SD,18,25149,0.0,440.0,2053.0,758.0
138,NBSY-0218SD,19,25813,0.0,0.0,2298.0,359.0
139,NBSY-0218SD,19,25835,0.0,359.0,513.0,372.5
140,NBSY-0218SD,19,25569,513.0,359.0,513.0,372.5
141,NBSY-0218SD,19,25212,0.0,731.5,2377.0,415.0
142,NBSY-0218SD,19,25745,0.0,1146.5,371.0,58.0
143,NBSY-0218SD,19,25139,371.0,1146.5,1954.0,58.0
144,NBSY-0218SD,20,25125,0.0,0.0,2241.0,400.0
145,NBSY-0218SD,20,25796,2241.0,0.0,58.0,400.0
146,NBSY-0218SD,20,25147,2299.0,0.0,58.0,400.0
147,NBSY-0218SD,20,25122,2357.0,0.0,58.0,400.0
148,NBSY-0218SD,20,25935,0.0,400.0,732.0,374.0
149,NBSY-0218SD,20,25854,732.0,400.0,901.5,374.0
150,NBSY-0218SD,20,25416,0.0,774.0,634.0,378.0
151,NBSY-0218SD,20,25924,634.0,774.0,634.0,378.0
152,NBSY-0218SD,20,25421,1268.0,774.0,634.0,378.0
153,NBSY-0218SD,20,25806,1902.0,774.0,538.0,378.0
154,NBSY-0218SD,20,25800,0.0,1152.0,367.0,58.0
155,NBSY-0218SD,20,25534,367.0,1152.0,1967.0,58.0
156,NBSY-0218SD,21,25357,0.0,0.0,2298.0,373.0
157,NBSY-0218SD,21,25257,0.0,373.0,2338.0,598.0
158,NBSY-0218SD,21,25359,0.0,971.0,948.0,248.0
159,NBSY-0218SD,21,25365,948.0,971.0,1198.0,248.0
160,NBSY-0218SD,22,25256,0.0,0.0,2198.0,298.0
161,NBSY-0218SD,22,25269,0.0,298.0,1132.0,347.0
162,NBSY-0218SD,22,25281,1132.0,298.0,579.0,347.0
163,NBSY-0218SD,22,25890,1711.0,298.0,558.0,347.0
164,NBSY-0218SD,22,25412,0.0,645.0,440.0,172.5
165,NBSY-0218SD,22,25183,440.0,645.0,371.0,172.5
166,NBSY-0218SD,22,25628,0.0,817.5,734.0,402.5
167,NBSY-0218SD,23,25209,0.0,0.0,2347.0,558.0
168,NBSY-0218SD,23,25399,0.0,558.0,880.0,558.0
169,NBSY-0218SD,23,25170,880.0,558.0,822.0,558.0
170,NBSY-0218SD,23,25734,1702.0,558.0,488.0,558.0
171,NBSY-0218SD,23,25857,0.0,1116.0,437.0,99.0
172,NBSY-0218SD,24,25845,0.0,0.0,2361.0,470.0
173,NBSY-0218SD,24,25596,0.0,470.0,598.0,298.0
174,NBSY-0218SD,24,25764,598.0,470.0,1783.0,298.0
175,NBSY-0218SD,24,25697,0.0,768.0,288.0,158.0
176,NBSY-0218SD,24,25925,288.0,768.0,438.0,158.0
177,NBSY-0218SD,24,25222,726.0,768.0,438.0,158.0
178,NBSY-0218SD,24,25133,1164.0,768.0,438.0,158.0
179,NBSY-0218SD,24,25525,1602.0,768.0,388.0,158.0
180,NBSY-0218SD,24,25545,1990.0,768.0,387.0,158.0
181,NBSY-0218SD,24,25654,0.0,926.0,560.0,213.5
182,NBSY-0218SD,24,25329,0.0,1139.5,338.0,78.0
183,NBSY-0218SD,24,25340,338.0,1139.5,488.0,78.0
184,NBSY-0218SD,24,25117,826.0,1139.5,488.0,78.0
185,NBSY-0218SD,24,25621,1314.0,1139.5,438.0,78.0
186,NBSY-0218SD,24,25439,1752.0,1139.5,438.0,78.0
187,NBSY-0218SD,25,25787,0.0,0.0,2348.0,370.0
188,NBSY-0218SD,25,25119,0.0,370.0,1839.0,118.0
189,NBSY-0218SD,25,25606,1839.0,370.0,578.0,118.0
190,NBSY-0218SD,25,25674,0.0,488.0,459.0,259.5
191,NBSY-0218SD,25,25273,459.0,488.0,716.0,259.5
192,NBSY-0218SD,25,25834,0.0,747.5,2148.0,398.0
193,NBSY-0218SD,25,25425,0.0,1145.5,262.0,58.0
194,NBSY-0218SD,25,25660,262.0,1145.5,2148.0,58.0
195,NBSY-0218SD,26,25874,0.0,0.0,2398.0,380.0
196,NBSY-0218SD,26,25415,0.0,380.0,638.0,320.0
197,NBSY-0218SD,26,25822,638.0,380.0,270.0,320.0
198,NBSY-0218SD,26,25436,0.0,700.0,489.0,474.0
199,NBSY-0218SD,26,25370,489.0,700.0,48.0,474.0
200,NBSY-0218SD,26,25440,0.0,1174.0,318.0,38.0
201,NBSY-0218SD,26,25298,318.0,1174.0,2098.0,38.0
202,NBSY-0218SD,27,25723,0.0,0.0,2243.0,588.0
203,NBSY-0218SD,27,25587,0.0,588.0,578.0,468.0
204,NBSY-0218SD,27,25162,578.0,588.0,766.0,468.0
205,NBSY-0218SD,27,25656,0.0,1056.0,327.0,161.0
206,NBSY-0218SD,27,25485,327.0,1056.0,428.0,161.0
207,NBSY-0218SD,28,25427,0.0,0.0,2398.0,380.0
208,NBSY-0218SD,28,25140,0.0,380.0,2334.0,435.0
209,NBSY-0218SD,28,25715,0.0,815.0,522.0,223.0
210,NBSY-0218SD,28,25650,0.0,1038.0,425.0,181.0
211,NBSY-0218SD,29,25187,0.0,0.0,2398.0,380.0
212,NBSY-0218SD,29,25195,2398.0,0.0,38.0,380.0
213,NBSY-0218SD,29,25199,0.0,380.0,892.0,58.0
214,NBSY-0218SD,29,25429,892.0,380.0,1485.0,58.0
215,NBSY-0218SD,29,25390,0.0,438.0,2348.0,530.0
216,NBSY-0218SD,29,25585,0.0,968.0,713.0,249.5
217,NBSY-0218SD,30,25503,0.0,0.0,2425.0,568.0
218,NBSY-0218SD,30,25809,0.0,568.0,1218.0,58.0
219,NBSY-0218SD,30,25891,1218.0,568.0,1210.0,58.0
220,NBSY-0218SD,30,25095,0.0,626.0,811.0,535.0
221,NBSY-0218SD,30,25934,0.0,1161.0,188.0,58.0
222,NBSY-0218SD,30,25432,188.0,1161.0,2228.0,58.0
223,NBSY-0218SD,31,25720,0.0,0.0,2393.0,408.0
224,NBSY-0218SD,31,25831,0.0,408.0,1443.5,505.0
225,NBSY-0218SD,31,25570,1443.5,408.0,132.5,505.0
226,NBSY-0218SD,31,25386,0.0,913.0,2438.0,38.0
227,NBSY-0218SD,31,25229,0.0,951.0,305.0,269.0
228,NBSY-0218SD,31,25293,305.0,951.0,408.0,269.0
229,NBSY-0218SD,31,25551,713.0,951.0,347.0,269.0
230,NBSY-0218SD,31,25240,1060.0,951.0,347.0,269.0
231,NBSY-0218SD,32,25856,0.0,0.0,2398.0,575.0
232,NBSY-0218SD,32,25411,0.0,575.0,2398.0,38.0
233,NBSY-0218SD,32,25246,0.0,613.0,379.3,310.0
234,NBSY-0218SD,32,25500,379.3,613.0,1447.5,310.0
235,NBSY-0218SD,32,25345,1826.8,613.0,187.0,310.0
236,NBSY-0218SD,32,25559,2013.8,613.0,58.0,310.0
237,NBSY-0218SD,32,25550,0.0,923.0,689.0,297.0
238,NBSY-0218SD,32,25413,689.0,923.0,794.0,297.0
239,NBSY-0218SD,32,25685,1483.0,923.0,78.0,297.0
240,NBSY-0218SD,33,25543,0.0,0.0,2353.0,822.0
241,NBSY-0218SD,33,25128,2353.0,0.0,58.0,822.0
242,NBSY-0218SD,33,25202,0.0,822.0,432.5,398.0
243,NBSY-0218SD,33,25746,432.5,822.0,848.0,398.0
244,NBSY-0218SD,33,25881,1280.5,822.0,583.0,398.0
245,NBSY-0218SD,33,25454,1863.5,822.0,373.0,398.0
246,NBSY-0218SD,33,25161,2236.5,822.0,48.0,398.0
247,NBSY-0218SD,34,25771,0.0,0.0,2246.0,460.0
248,NBSY-0218SD,34,25676,2246.0,0.0,58.0,460.0
249,NBSY-0218SD,34,25586,0.0,460.0,1197.0,498.0
250,NBSY-0218SD,34,25223,1197.0,460.0,865.0,498.0
251,NBSY-0218SD,34,25658,2062.0,460.0,238.0,498.0
252,NBSY-0218SD,34,25537,0.0,958.0,562.0,261.0
253,NBSY-0218SD,35,25708,0.0,0.0,2425.0,568.0
254,NBSY-0218SD,35,25769,0.0,568.0,545.0,408.5
255,NBSY-0218SD,35,25573,0.0,976.5,862.0,243.0
256,NBSY-0218SD,36,25567,0.0,0.0,2394.5,375.0
257,NBSY-0218SD,36,25496,0.0,375.0,2038.0,580.0
258,NBSY-0218SD,36,25407,2038.0,375.0,254.5,580.0
259,NBSY-0218SD,36,25549,0.0,955.0,277.5,261.0
260,NBSY-0218SD,36,25575,277.5,955.0,1622.0,261.0
261,NBSY-0218SD,36,25492,1899.5,955.0,310.0,261.0
262,NBSY-0218SD,37,25330,0.0,0.0,2386.0,415.0
263,NBSY-0218SD,37,25188,0.0,415.0,778.0,510.0
264,NBSY-0218SD,37,25641,0.0,925.0,777.0,295.0
265,NBSY-0218SD,38,25447,0.0,0.0,2251.0,771.0
266,NBSY-0218SD,38,25230,0.0,771.0,577.0,448.0
267,NBSY-0218SD,38,25259,577.0,771.0,1196.8,448.0
268,NBSY-0218SD,38,25781,1773.8,771.0,118.0,448.0
269,NBSY-0218SD,38,25364,1891.8,771.0,78.0,448.0
270,NBSY-0218SD,38,25249,1969.8,771.0,78.0,448.0
271,NBSY-0218SD,39,25328,0.0,0.0,2386.0,440.0
272,NBSY-0218SD,39,25419,0.0,440.0,1918.0,38.0
273,NBSY-0218SD,39,25179,1918.0,440.0,449.0,38.0
274,NBSY-0218SD,39,25529,0.0,478.0,2252.0,390.0
