,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,1,4681,0.0,0.0,2432.0,485.0
2,FMB-0215S,1,4799,0.0,485.0,1368.0,718.0
3,FMB-0215S,2,4494,0.0,0.0,2432.0,485.0
4,FMB-0215S,2,4506,0.0,485.0,2286.0,277.0
5,FMB-0215S,2,5022,0.0,762.0,2398.0,458.0
6,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
7,FMB-0215S,3,4630,0.0,58.0,2415.0,80.0
8,FMB-0215S,3,5107,0.0,138.0,547.0,362.0
9,FMB-0215S,3,4908,547.0,138.0,890.0,362.0
10,FMB-0215S,3,5093,0.0,500.0,2194.0,419.0
11,FMB-0215S,3,4800,0.0,919.0,642.0,299.0
12,FMB-0215S,3,4751,642.0,919.0,798.0,299.0
13,FMB-0215S,4,4960,0.0,0.0,2410.0,370.0
14,FMB-0215S,4,5048,0.0,370.0,931.0,537.0
15,FMB-0215S,4,4814,0.0,907.0,509.0,312.0
16,FMB-0215S,5,5092,0.0,0.0,2403.0,580.0
17,FMB-0215S,5,4593,0.0,580.0,762.0,359.5
18,FMB-0215S,5,5031,0.0,939.5,721.0,277.5
19,FMB-0215S,6,4691,0.0,0.0,2403.0,580.0
20,FMB-0215S,6,5012,0.0,580.0,924.0,370.0
21,FMB-0215S,6,4977,924.0,580.0,558.0,370.0
22,FMB-0215S,6,4918,1482.0,580.0,276.0,370.0
23,FMB-0215S,6,4766,0.0,950.0,820.0,202.0
24,FMB-0215S,6,4545,0.0,1152.0,342.0,58.0
25,FMB-0215S,6,5103,342.0,1152.0,2058.0,58.0
26,FMB-0215S,7,4816,0.0,0.0,2403.0,58.0
27,FMB-0215S,7,4424,0.0,58.0,1898.0,348.0
28,FMB-0215S,7,4850,1898.0,58.0,503.0,348.0
29,FMB-0215S,7,4557,0.0,406.0,1049.5,785.0
30,FMB-0215S,7,4843,1049.5,406.0,1049.5,785.0
31,FMB-0215S,8,4884,0.0,0.0,2398.0,38.0
32,FMB-0215S,8,4792,0.0,38.0,2398.0,38.0
33,FMB-0215S,9,4818,0.0,0.0,2398.0,38.0
34,FMB-0215S,9,4999,0.0,38.0,2221.0,494.5
35,FMB-0215S,9,5000,0.0,532.5,923.0,317.0
36,FMB-0215S,9,4581,923.0,532.5,923.0,317.0
37,FMB-0215S,9,4900,1846.0,532.5,38.0,317.0
38,FMB-0215S,9,4680,0.0,849.5,1021.5,327.0
39,FMB-0215S,9,5078,0.0,1176.5,321.0,38.0
40,FMB-0215S,9,4536,321.0,1176.5,1938.0,38.0
41,FMB-0215S,10,5085,0.0,0.0,2398.0,330.0
42,FMB-0215S,10,4982,0.0,330.0,2301.0,507.0
43,FMB-0215S,10,4971,2301.0,330.0,58.0,507.0
44,FMB-0215S,10,4611,0.0,837.0,545.0,371.5
45,FMB-0215S,11,4902,0.0,0.0,2398.0,480.0
46,FMB-0215S,11,4948,0.0,480.0,762.0,379.0
47,FMB-0215S,11,5027,762.0,480.0,932.5,379.0
48,FMB-0215S,11,4523,1694.5,480.0,562.0,379.0
49,FMB-0215S,11,4917,0.0,859.0,1987.0,307.0
50,FMB-0215S,11,4772,0.0,1166.0,2398.0,38.0
51,FMB-0215S,12,4526,0.0,0.0,2398.0,398.0
52,FMB-0215S,12,4740,0.0,398.0,1649.0,420.0
53,FMB-0215S,12,4795,0.0,818.0,2001.0,399.3
54,FMB-0215S,13,4835,0.0,0.0,2398.0,38.0
55,FMB-0215S,13,4728,0.0,38.0,1182.0,898.0
56,FMB-0215S,13,5090,1182.0,38.0,348.0,898.0
57,FMB-0215S,13,4991,0.0,936.0,717.0,278.5
58,FMB-0215S,14,4857,0.0,0.0,2394.5,440.0
59,FMB-0215S,14,5070,0.0,440.0,2148.0,330.0
60,FMB-0215S,14,4449,0.0,770.0,978.0,380.0
61,FMB-0215S,14,4809,978.0,770.0,1198.0,380.0
62,FMB-0215S,14,4705,0.0,1150.0,390.0,58.0
63,FMB-0215S,14,4868,390.0,1150.0,1868.0,58.0
64,FMB-0215S,15,4998,0.0,0.0,2393.0,310.0
65,FMB-0215S,15,4933,0.0,310.0,2051.0,472.0
66,FMB-0215S,15,5052,0.0,782.0,2313.0,434.5
67,FMB-0215S,16,4984,0.0,0.0,2388.0,58.0
68,FMB-0215S,16,5131,0.0,58.0,2338.0,398.0
69,FMB-0215S,16,4597,0.0,456.0,2291.0,58.0
70,FMB-0215S,16,4408,0.0,514.0,2318.0,58.0
71,FMB-0215S,16,4572,0.0,572.0,2360.0,58.0
72,FMB-0215S,16,4968,0.0,630.0,2388.0,38.0
73,FMB-0215S,17,4466,0.0,0.0,2388.0,596.0
74,FMB-0215S,17,4926,0.0,596.0,681.0,278.0
75,FMB-0215S,17,4673,681.0,596.0,694.5,278.0
76,FMB-0215S,17,4755,0.0,874.0,858.0,58.0
77,FMB-0215S,17,4617,858.0,874.0,1517.0,58.0
