,item_material,flat_index,item_id,x,y,x_length,y_length
0,ZQB-0218S,0,30258,0.0,0.0,2398.0,88.0
1,ZQB-0218S,0,30418,0.0,88.0,2034.0,430.0
2,ZQB-0218S,0,30812,0.0,518.0,658.0,369.0
3,ZQB-0218S,0,30607,0.0,887.0,963.0,330.0
4,ZQB-0218S,1,31003,0.0,0.0,2398.0,320.0
5,ZQB-0218S,1,30707,0.0,320.0,608.0,386.5
6,ZQB-0218S,1,30511,608.0,320.0,152.5,386.5
7,ZQB-0218S,1,30472,0.0,706.5,1032.0,452.5
8,ZQB-0218S,1,30688,0.0,1159.0,465.0,58.0
9,ZQB-0218S,1,30969,465.0,1159.0,1593.0,58.0
10,ZQB-0218S,2,30563,0.0,0.0,2398.0,58.0
11,ZQB-0218S,2,30997,0.0,58.0,538.0,421.0
12,ZQB-0218S,2,30695,538.0,58.0,538.0,421.0
13,ZQB-0218S,2,30338,0.0,479.0,1572.0,329.0
14,ZQB-0218S,2,30243,0.0,808.0,2120.0,58.0
15,ZQB-0218S,2,30341,0.0,866.0,927.0,331.0
16,ZQB-0218S,3,30453,0.0,0.0,2281.0,736.0
17,ZQB-0218S,3,30801,2281.0,0.0,58.0,736.0
18,ZQB-0218S,3,30591,0.0,736.0,708.0,348.0
19,ZQB-0218S,3,30520,708.0,736.0,677.5,348.0
20,ZQB-0218S,3,30844,1385.5,736.0,658.5,348.0
21,ZQB-0218S,3,30564,0.0,1084.0,393.5,131.5
22,ZQB-0218S,4,30608,0.0,0.0,2351.0,402.0
23,ZQB-0218S,4,30665,0.0,402.0,1162.0,277.0
24,ZQB-0218S,4,30659,0.0,679.0,552.0,403.0
25,ZQB-0218S,4,30436,0.0,1082.0,655.0,132.5
26,ZQB-0218S,4,30919,655.0,1082.0,753.0,132.5
27,ZQB-0218S,5,30268,0.0,0.0,2378.0,560.0
28,ZQB-0218S,5,30439,0.0,560.0,949.0,482.5
29,ZQB-0218S,5,30465,949.0,560.0,942.0,482.5
30,ZQB-0218S,5,31010,0.0,1042.5,643.0,177.5
31,ZQB-0218S,6,30428,0.0,0.0,2198.0,578.0
32,ZQB-0218S,6,30896,0.0,578.0,773.5,421.5
33,ZQB-0218S,6,30894,0.0,999.5,713.0,218.0
34,ZQB-0218S,6,30291,713.0,999.5,807.0,218.0
35,ZQB-0218S,7,30221,0.0,0.0,2303.0,578.0
36,ZQB-0218S,7,30407,0.0,578.0,2334.0,345.0
37,ZQB-0218S,7,30206,0.0,923.0,823.5,295.0
38,ZQB-0218S,8,30587,0.0,0.0,2356.0,558.0
39,ZQB-0218S,8,30945,0.0,558.0,2232.0,545.0
40,ZQB-0218S,8,31017,0.0,1103.0,375.0,111.0
41,ZQB-0218S,9,30882,0.0,0.0,2306.0,720.0
42,ZQB-0218S,9,30238,0.0,720.0,998.0,498.0
43,ZQB-0218S,9,30414,998.0,720.0,398.0,498.0
44,ZQB-0218S,10,30380,0.0,0.0,2301.0,421.0
45,ZQB-0218S,10,30778,0.0,421.0,2398.0,398.0
46,ZQB-0218S,10,30750,0.0,819.0,560.0,401.0
47,ZQB-0218S,11,30548,0.0,0.0,2356.0,558.0
48,ZQB-0218S,11,30880,0.0,558.0,2184.0,427.0
49,ZQB-0218S,11,30627,0.0,985.0,332.0,227.5
50,ZQB-0218S,12,30968,0.0,0.0,2396.0,847.0
51,ZQB-0218S,12,30898,0.0,847.0,408.0,372.0
