,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,4579,0.0,58.0,771.0,427.0
2,FMB-0215S,0,4872,771.0,58.0,301.5,427.0
3,FMB-0215S,0,5032,1072.5,58.0,58.0,427.0
4,FMB-0215S,0,4431,0.0,485.0,744.0,214.0
5,FMB-0215S,0,4411,744.0,485.0,281.0,214.0
6,FMB-0215S,0,4678,0.0,699.0,2088.0,511.5
7,FMB-0215S,1,4494,0.0,0.0,2432.0,485.0
8,FMB-0215S,1,4960,0.0,485.0,2410.0,370.0
9,FMB-0215S,1,5058,0.0,855.0,2157.0,57.0
10,FMB-0215S,1,4727,0.0,912.0,1712.0,58.0
11,FMB-0215S,1,4450,1712.0,912.0,715.0,58.0
12,FMB-0215S,1,4573,0.0,970.0,770.0,58.0
13,FMB-0215S,1,4387,770.0,970.0,1598.0,58.0
14,FMB-0215S,1,4542,0.0,1028.0,670.0,175.5
15,FMB-0215S,2,4681,0.0,0.0,2432.0,485.0
16,FMB-0215S,2,4701,0.0,485.0,1172.0,722.0
17,FMB-0215S,2,5086,1172.0,485.0,527.0,722.0
18,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
19,FMB-0215S,3,4506,0.0,58.0,2286.0,277.0
20,FMB-0215S,3,5002,0.0,335.0,1186.0,871.0
21,FMB-0215S,3,4898,1186.0,335.0,567.0,871.0
22,FMB-0215S,3,5074,1753.0,335.0,548.0,871.0
23,FMB-0215S,3,5035,2301.0,335.0,58.0,871.0
24,FMB-0215S,3,4447,2359.0,335.0,58.0,871.0
25,FMB-0215S,4,4630,0.0,0.0,2415.0,80.0
26,FMB-0215S,4,5135,0.0,80.0,572.0,510.0
27,FMB-0215S,4,5102,572.0,80.0,1194.0,510.0
28,FMB-0215S,4,4937,0.0,590.0,1847.0,394.0
29,FMB-0215S,4,4444,1847.0,590.0,472.0,394.0
30,FMB-0215S,4,4517,0.0,984.0,1784.0,93.0
31,FMB-0215S,4,4492,0.0,1077.0,288.0,118.0
32,FMB-0215S,4,4928,288.0,1077.0,288.0,118.0
33,FMB-0215S,4,4881,576.0,1077.0,288.0,118.0
34,FMB-0215S,4,4710,864.0,1077.0,288.0,118.0
35,FMB-0215S,4,4566,1152.0,1077.0,288.0,118.0
36,FMB-0215S,5,4816,0.0,0.0,2403.0,58.0
37,FMB-0215S,6,4691,0.0,0.0,2403.0,580.0
38,FMB-0215S,6,4515,0.0,580.0,858.0,58.0
39,FMB-0215S,6,4617,858.0,580.0,1517.0,58.0
40,FMB-0215S,6,4782,0.0,638.0,823.0,318.0
41,FMB-0215S,6,4837,0.0,956.0,1333.0,263.0
42,FMB-0215S,7,5092,0.0,0.0,2403.0,580.0
43,FMB-0215S,7,5125,0.0,580.0,700.0,415.0
44,FMB-0215S,7,4846,0.0,995.0,1932.0,200.5
45,FMB-0215S,8,4902,0.0,0.0,2398.0,480.0
46,FMB-0215S,8,4792,0.0,480.0,2398.0,38.0
47,FMB-0215S,8,4546,0.0,518.0,1861.0,58.0
48,FMB-0215S,8,4984,0.0,576.0,2388.0,58.0
49,FMB-0215S,8,4959,0.0,634.0,2188.0,58.0
50,FMB-0215S,8,4531,0.0,692.0,2308.0,58.0
51,FMB-0215S,8,5010,0.0,750.0,1789.0,58.0
52,FMB-0215S,8,4908,0.0,808.0,890.0,362.0
53,FMB-0215S,8,4425,0.0,1170.0,1510.0,38.0
54,FMB-0215S,9,4772,0.0,0.0,2398.0,38.0
55,FMB-0215S,9,5077,0.0,38.0,1048.0,297.0
56,FMB-0215S,9,4507,0.0,335.0,1998.0,58.0
57,FMB-0215S,9,4869,1998.0,335.0,397.0,58.0
58,FMB-0215S,9,4868,0.0,393.0,1868.0,58.0
59,FMB-0215S,9,4931,1868.0,393.0,486.0,58.0
60,FMB-0215S,9,5085,0.0,451.0,2398.0,330.0
61,FMB-0215S,9,5099,0.0,781.0,821.0,58.0
62,FMB-0215S,9,4471,821.0,781.0,1568.0,58.0
63,FMB-0215S,9,4835,0.0,839.0,2398.0,38.0
64,FMB-0215S,9,5065,0.0,877.0,847.0,340.0
65,FMB-0215S,10,4818,0.0,0.0,2398.0,38.0
66,FMB-0215S,10,4443,0.0,38.0,2286.0,422.0
67,FMB-0215S,10,4659,0.0,460.0,2298.0,445.0
68,FMB-0215S,10,4989,0.0,905.0,807.0,310.0
69,FMB-0215S,11,4884,0.0,0.0,2398.0,38.0
70,FMB-0215S,11,4424,0.0,38.0,1898.0,348.0
71,FMB-0215S,11,4393,0.0,386.0,2051.0,297.0
72,FMB-0215S,11,4808,0.0,683.0,2360.0,307.0
73,FMB-0215S,11,4637,0.0,990.0,388.0,198.0
74,FMB-0215S,12,5022,0.0,0.0,2398.0,458.0
75,FMB-0215S,12,4815,0.0,458.0,865.0,379.0
76,FMB-0215S,12,4523,865.0,458.0,562.0,379.0
77,FMB-0215S,12,4384,1427.0,458.0,479.5,379.0
78,FMB-0215S,12,4677,0.0,837.0,1422.0,347.0
79,FMB-0215S,12,4805,1422.0,837.0,317.5,347.0
80,FMB-0215S,12,4551,1739.5,837.0,317.5,347.0
81,FMB-0215S,13,4526,0.0,0.0,2398.0,398.0
82,FMB-0215S,13,4876,0.0,398.0,1480.0,88.0
83,FMB-0215S,13,5026,1480.0,398.0,798.0,88.0
84,FMB-0215S,13,4789,0.0,486.0,2152.0,580.0
85,FMB-0215S,13,4752,0.0,1066.0,588.5,124.5
86,FMB-0215S,13,4747,588.5,1066.0,661.0,124.5
87,FMB-0215S,14,4857,0.0,0.0,2394.5,440.0
88,FMB-0215S,14,4742,0.0,440.0,2168.0,58.0
89,FMB-0215S,14,4998,0.0,498.0,2393.0,310.0
90,FMB-0215S,14,4513,0.0,808.0,523.0,408.0
91,FMB-0215S,14,5124,523.0,808.0,523.0,408.0
92,FMB-0215S,15,4968,0.0,0.0,2388.0,38.0
93,FMB-0215S,15,4759,0.0,38.0,862.0,58.0
94,FMB-0215S,15,4576,862.0,38.0,1004.0,58.0
95,FMB-0215S,15,4536,0.0,96.0,1938.0,38.0
96,FMB-0215S,15,4912,0.0,134.0,1823.0,38.0
97,FMB-0215S,15,4408,0.0,172.0,2318.0,58.0
98,FMB-0215S,15,4888,0.0,230.0,967.0,58.0
99,FMB-0215S,16,4466,0.0,0.0,2388.0,596.0
100,FMB-0215S,16,4948,0.0,596.0,762.0,379.0
101,FMB-0215S,16,4584,762.0,596.0,1277.0,379.0
102,FMB-0215S,16,4875,0.0,975.0,919.0,243.0
103,FMB-0215S,17,4784,0.0,0.0,2363.0,328.0
104,FMB-0215S,17,4938,0.0,328.0,1318.0,346.0
105,FMB-0215S,17,4933,0.0,674.0,2051.0,472.0
106,FMB-0215S,17,4580,2051.0,674.0,83.0,472.0
107,FMB-0215S,17,4499,0.0,1146.0,270.0,58.0
108,FMB-0215S,17,5072,270.0,1146.0,2078.0,58.0
109,FMB-0215S,18,4572,0.0,0.0,2360.0,58.0
110,FMB-0215S,18,4923,0.0,58.0,2248.0,293.0
111,FMB-0215S,18,4720,0.0,351.0,859.0,327.0
112,FMB-0215S,18,5071,859.0,351.0,1312.0,327.0
113,FMB-0215S,18,4663,0.0,678.0,584.0,428.0
114,FMB-0215S,18,4972,0.0,1106.0,901.0,98.0
115,FMB-0215S,19,5024,0.0,0.0,2356.0,862.0
116,FMB-0215S,19,4804,0.0,862.0,412.5,358.0
117,FMB-0215S,19,4618,412.5,862.0,772.0,358.0
118,FMB-0215S,19,4601,1184.5,862.0,772.0,358.0
119,FMB-0215S,20,5131,0.0,0.0,2338.0,398.0
120,FMB-0215S,20,4666,0.0,398.0,2066.0,822.0
121,FMB-0215S,21,4856,0.0,0.0,2328.0,578.0
122,FMB-0215S,21,4435,0.0,578.0,931.0,58.0
123,FMB-0215S,21,5004,931.0,578.0,1361.0,58.0
124,FMB-0215S,21,5097,0.0,636.0,811.0,348.0
125,FMB-0215S,21,4791,0.0,984.0,571.0,92.5
126,FMB-0215S,21,4626,0.0,1076.5,631.0,88.0
127,FMB-0215S,21,4485,0.0,1164.5,625.0,52.5
128,FMB-0215S,21,4412,625.0,1164.5,711.5,52.5
129,FMB-0215S,21,4930,1336.5,1164.5,688.0,52.5
130,FMB-0215S,22,4417,0.0,0.0,2322.0,1050.0
131,FMB-0215S,22,4987,0.0,1050.0,438.0,158.0
132,FMB-0215S,22,4979,438.0,1050.0,488.0,158.0
133,FMB-0215S,22,4642,926.0,1050.0,488.0,158.0
134,FMB-0215S,22,4488,1414.0,1050.0,488.0,158.0
135,FMB-0215S,23,5052,0.0,0.0,2313.0,434.5
136,FMB-0215S,23,4528,0.0,434.5,951.0,565.0
137,FMB-0215S,23,4793,0.0,999.5,1778.5,220.0
138,FMB-0215S,24,5132,0.0,0.0,2306.0,770.0
139,FMB-0215S,24,4397,0.0,770.0,878.0,448.5
140,FMB-0215S,25,4632,0.0,0.0,2306.0,770.0
141,FMB-0215S,25,4769,0.0,770.0,897.0,449.5
142,FMB-0215S,25,4892,897.0,770.0,897.0,449.5
143,FMB-0215S,25,5033,1794.0,770.0,58.0,449.5
144,FMB-0215S,26,4610,0.0,0.0,2306.0,770.0
145,FMB-0215S,26,4771,0.0,770.0,1649.0,420.0
146,FMB-0215S,26,4983,1649.0,770.0,308.0,420.0
147,FMB-0215S,26,4865,1957.0,770.0,308.0,420.0
148,FMB-0215S,27,4568,0.0,0.0,2301.0,967.0
149,FMB-0215S,27,4733,0.0,967.0,328.0,253.0
150,FMB-0215S,27,4833,328.0,967.0,844.0,253.0
151,FMB-0215S,28,4982,0.0,0.0,2301.0,507.0
152,FMB-0215S,28,4762,0.0,507.0,656.0,520.0
153,FMB-0215S,28,4855,656.0,507.0,656.0,520.0
154,FMB-0215S,28,4723,1312.0,507.0,608.0,520.0
155,FMB-0215S,28,4614,0.0,1027.0,328.0,180.0
156,FMB-0215S,28,4839,328.0,1027.0,328.0,180.0
157,FMB-0215S,29,4883,0.0,0.0,2298.0,445.0
158,FMB-0215S,29,4917,0.0,445.0,1987.0,307.0
159,FMB-0215S,29,4680,0.0,752.0,1021.5,327.0
160,FMB-0215S,29,4944,0.0,1079.0,744.0,58.0
161,FMB-0215S,29,4665,744.0,1079.0,1071.0,58.0
162,FMB-0215S,29,4776,0.0,1137.0,770.0,58.0
163,FMB-0215S,29,4963,770.0,1137.0,1004.0,58.0
164,FMB-0215S,30,4897,0.0,0.0,2298.0,445.0
165,FMB-0215S,30,4538,0.0,445.0,1247.0,579.0
166,FMB-0215S,30,5134,1247.0,445.0,1004.0,579.0
167,FMB-0215S,30,4505,0.0,1024.0,519.0,196.0
168,FMB-0215S,31,4567,0.0,0.0,2296.0,852.0
169,FMB-0215S,31,4415,0.0,852.0,1040.0,368.0
170,FMB-0215S,32,5055,0.0,0.0,2291.0,771.0
171,FMB-0215S,32,4761,0.0,771.0,864.0,449.0
172,FMB-0215S,33,4597,0.0,0.0,2291.0,58.0
173,FMB-0215S,33,4922,0.0,58.0,882.0,448.0
174,FMB-0215S,33,4731,882.0,58.0,998.0,448.0
175,FMB-0215S,33,4969,0.0,506.0,2039.0,482.0
176,FMB-0215S,33,4434,0.0,988.0,695.0,204.0
177,FMB-0215S,34,4697,0.0,0.0,2285.0,568.0
178,FMB-0215S,34,4662,0.0,568.0,852.0,579.0
179,FMB-0215S,34,4780,852.0,568.0,1247.0,579.0
180,FMB-0215S,34,4954,0.0,1147.0,1258.0,63.0
181,FMB-0215S,35,5112,0.0,0.0,2265.0,871.0
182,FMB-0215S,35,4428,0.0,871.0,562.0,348.0
183,FMB-0215S,35,4508,562.0,871.0,1236.0,348.0
184,FMB-0215S,36,4763,0.0,0.0,2264.0,455.0
185,FMB-0215S,36,4470,0.0,455.0,815.0,452.0
186,FMB-0215S,36,4814,0.0,907.0,509.0,312.0
187,FMB-0215S,37,4706,0.0,0.0,2258.0,580.0
188,FMB-0215S,37,4511,0.0,580.0,858.0,349.8
189,FMB-0215S,37,4725,0.0,929.8,510.0,289.0
190,FMB-0215S,38,4552,0.0,0.0,2243.0,58.0
191,FMB-0215S,38,4418,0.0,58.0,445.0,432.0
192,FMB-0215S,38,4679,0.0,490.0,1460.0,508.0
193,FMB-0215S,38,4735,1460.0,490.0,131.5,508.0
