,item_material,flat_index,item_id,x,y,x_length,y_length
0,YW10-0218S,0,235,0.0,0.0,2418.0,58.0
1,YW10-0218S,0,542,0.0,58.0,2418.0,58.0
2,YW10-0218S,1,356,0.0,0.0,2418.0,58.0
3,YW10-0218S,1,164,0.0,58.0,2118.0,58.0
4,YW10-0218S,1,107,0.0,116.0,793.0,446.5
5,YW10-0218S,1,465,0.0,562.5,594.0,366.0
6,YW10-0218S,1,225,0.0,928.5,706.0,279.0
7,YW10-0218S,1,670,706.0,928.5,706.0,279.0
8,YW10-0218S,2,723,0.0,0.0,2416.0,38.0
9,YW10-0218S,2,424,0.0,38.0,1619.5,276.5
10,YW10-0218S,2,595,0.0,314.5,658.0,444.0
11,YW10-0218S,2,498,0.0,758.5,517.0,351.5
12,YW10-0218S,2,550,0.0,1110.0,698.0,98.0
13,YW10-0218S,2,767,698.0,1110.0,984.0,98.0
14,YW10-0218S,3,113,0.0,0.0,2398.0,328.0
15,YW10-0218S,3,211,0.0,328.0,407.0,277.5
16,YW10-0218S,3,391,0.0,605.5,1658.0,398.0
17,YW10-0218S,3,345,1658.0,605.5,278.0,398.0
18,YW10-0218S,3,245,0.0,1003.5,803.0,193.5
19,YW10-0218S,4,25,0.0,0.0,2398.0,299.0
20,YW10-0218S,4,280,0.0,299.0,1382.0,579.0
21,YW10-0218S,4,319,0.0,878.0,1541.0,327.0
22,YW10-0218S,4,148,1541.0,878.0,777.0,327.0
23,YW10-0218S,5,765,0.0,0.0,2398.0,393.0
24,YW10-0218S,5,460,0.0,393.0,1901.0,821.0
25,YW10-0218S,5,695,1901.0,393.0,58.0,821.0
26,YW10-0218S,5,213,1959.0,393.0,58.0,821.0
27,YW10-0218S,6,170,0.0,0.0,2393.0,38.0
28,YW10-0218S,6,216,0.0,38.0,712.0,327.0
29,YW10-0218S,6,60,712.0,38.0,712.0,327.0
30,YW10-0218S,6,597,1424.0,38.0,560.0,327.0
31,YW10-0218S,6,747,0.0,365.0,1462.0,58.0
32,YW10-0218S,6,299,1462.0,365.0,898.0,58.0
33,YW10-0218S,6,318,0.0,423.0,2182.0,577.5
34,YW10-0218S,6,588,0.0,1000.5,2353.0,58.0
35,YW10-0218S,6,450,0.0,1058.5,438.0,158.0
36,YW10-0218S,6,40,438.0,1058.5,488.0,158.0
37,YW10-0218S,6,617,926.0,1058.5,438.0,158.0
38,YW10-0218S,7,73,0.0,0.0,2388.0,98.0
39,YW10-0218S,7,362,0.0,98.0,2196.0,58.0
40,YW10-0218S,7,361,0.0,156.0,2292.0,58.0
41,YW10-0218S,7,200,0.0,214.0,1818.0,58.0
42,YW10-0218S,7,48,0.0,272.0,2353.0,38.0
43,YW10-0218S,7,671,0.0,310.0,2217.0,58.0
44,YW10-0218S,7,350,0.0,368.0,2062.0,58.0
45,YW10-0218S,7,541,0.0,426.0,1918.0,58.0
46,YW10-0218S,7,726,0.0,484.0,1678.0,58.0
47,YW10-0218S,7,409,0.0,542.0,1598.0,78.0
48,YW10-0218S,7,338,0.0,620.0,1998.0,58.0
49,YW10-0218S,7,497,0.0,678.0,2108.0,58.0
50,YW10-0218S,8,115,0.0,0.0,2388.0,558.0
51,YW10-0218S,8,172,0.0,558.0,2284.0,395.0
52,YW10-0218S,8,181,0.0,953.0,327.0,248.0
53,YW10-0218S,8,326,327.0,953.0,1273.0,248.0
54,YW10-0218S,9,304,0.0,0.0,2368.0,328.0
55,YW10-0218S,9,182,0.0,328.0,1498.0,58.0
56,YW10-0218S,9,764,1498.0,328.0,860.0,58.0
57,YW10-0218S,9,41,0.0,386.0,2198.0,198.0
58,YW10-0218S,9,479,0.0,584.0,2338.0,588.0
59,YW10-0218S,9,147,0.0,1172.0,1798.0,38.0
60,YW10-0218S,10,61,0.0,0.0,2367.0,218.0
61,YW10-0218S,10,431,0.0,218.0,2001.0,871.0
62,YW10-0218S,10,324,0.0,1089.0,347.0,128.0
63,YW10-0218S,10,366,347.0,1089.0,1498.0,128.0
64,YW10-0218S,11,212,0.0,0.0,2353.0,328.0
65,YW10-0218S,11,256,0.0,328.0,508.0,361.0
66,YW10-0218S,11,351,508.0,328.0,830.0,361.0
67,YW10-0218S,11,653,1338.0,328.0,527.0,361.0
68,YW10-0218S,11,745,0.0,689.0,2034.0,486.5
69,YW10-0218S,11,640,0.0,1175.5,2294.0,38.0
70,YW10-0218S,12,9,0.0,0.0,2348.0,558.0
71,YW10-0218S,12,264,0.0,558.0,2109.0,372.5
72,YW10-0218S,12,655,0.0,930.5,664.0,288.0
73,YW10-0218S,13,8,0.0,0.0,2348.0,630.0
74,YW10-0218S,13,448,0.0,630.0,1198.0,370.0
75,YW10-0218S,13,241,1198.0,630.0,518.0,370.0
76,YW10-0218S,13,475,1716.0,630.0,508.0,370.0
77,YW10-0218S,13,374,0.0,1000.0,573.0,216.0
78,YW10-0218S,14,758,0.0,0.0,2334.5,311.0
79,YW10-0218S,14,346,0.0,311.0,1781.0,348.0
80,YW10-0218S,14,65,0.0,659.0,880.0,328.0
81,YW10-0218S,14,578,0.0,987.0,1460.0,58.0
82,YW10-0218S,14,131,1460.0,987.0,860.0,58.0
83,YW10-0218S,14,130,0.0,1045.0,847.0,58.0
84,YW10-0218S,14,440,847.0,1045.0,1437.0,58.0
85,YW10-0218S,14,151,0.0,1103.0,1884.0,98.0
86,YW10-0218S,15,452,0.0,0.0,2328.5,153.5
87,YW10-0218S,15,272,0.0,153.5,461.0,373.0
88,YW10-0218S,15,14,461.0,153.5,461.0,373.0
89,YW10-0218S,15,298,922.0,153.5,460.0,373.0
90,YW10-0218S,15,569,0.0,526.5,832.0,677.0
91,YW10-0218S,15,261,832.0,526.5,529.0,677.0
92,YW10-0218S,16,752,0.0,0.0,2308.0,347.0
93,YW10-0218S,16,564,0.0,347.0,826.0,413.0
94,YW10-0218S,16,108,0.0,760.0,898.0,367.0
95,YW10-0218S,16,662,0.0,1127.0,841.0,83.0
96,YW10-0218S,17,252,0.0,0.0,2301.0,632.0
97,YW10-0218S,17,483,0.0,632.0,2114.0,441.5
98,YW10-0218S,17,71,0.0,1073.5,1462.0,138.0
99,YW10-0218S,18,574,0.0,0.0,2301.0,707.0
100,YW10-0218S,18,650,0.0,707.0,1536.0,278.0
101,YW10-0218S,18,347,1536.0,707.0,680.0,278.0
102,YW10-0218S,18,456,0.0,985.0,370.0,227.0
103,YW10-0218S,19,730,0.0,0.0,2298.0,330.0
104,YW10-0218S,19,231,0.0,330.0,1273.0,248.0
105,YW10-0218S,19,771,1273.0,330.0,794.0,248.0
106,YW10-0218S,19,360,0.0,578.0,1998.0,580.0
107,YW10-0218S,19,194,0.0,1158.0,302.0,58.0
108,YW10-0218S,19,425,302.0,1158.0,1970.0,58.0
109,YW10-0218S,20,508,0.0,0.0,2291.0,438.5
110,YW10-0218S,20,229,0.0,438.5,971.0,297.0
111,YW10-0218S,20,46,0.0,735.5,771.0,480.0
112,YW10-0218S,21,570,0.0,0.0,2291.0,438.5
113,YW10-0218S,21,615,0.0,438.5,2198.0,580.0
114,YW10-0218S,21,285,0.0,1018.5,488.0,198.0
115,YW10-0218S,21,743,488.0,1018.5,536.0,198.0
116,YW10-0218S,21,405,1024.0,1018.5,488.0,198.0
117,YW10-0218S,22,471,0.0,0.0,2284.0,395.0
118,YW10-0218S,22,581,0.0,395.0,2103.0,58.0
119,YW10-0218S,22,604,0.0,453.0,2196.0,579.0
120,YW10-0218S,22,193,0.0,1032.0,388.0,158.0
121,YW10-0218S,22,558,388.0,1032.0,488.0,158.0
122,YW10-0218S,22,481,876.0,1032.0,488.0,158.0
123,YW10-0218S,22,342,1364.0,1032.0,488.0,158.0
124,YW10-0218S,22,633,1852.0,1032.0,388.0,158.0
125,YW10-0218S,23,77,0.0,0.0,2273.0,576.0
126,YW10-0218S,23,51,0.0,576.0,717.0,644.0
127,YW10-0218S,23,587,717.0,576.0,717.0,644.0
128,YW10-0218S,24,741,0.0,0.0,2251.0,956.0
129,YW10-0218S,24,625,0.0,956.0,651.0,239.0
130,YW10-0218S,25,269,0.0,0.0,2251.0,912.0
131,YW10-0218S,25,55,0.0,912.0,666.0,294.5
132,YW10-0218S,25,294,666.0,912.0,437.0,294.5
133,YW10-0218S,26,427,0.0,0.0,2251.0,762.0
134,YW10-0218S,26,333,0.0,762.0,2098.0,290.0
135,YW10-0218S,26,482,0.0,1052.0,779.0,168.0
136,YW10-0218S,27,544,0.0,0.0,2251.0,812.0
137,YW10-0218S,27,512,0.0,812.0,434.5,407.5
138,YW10-0218S,28,453,0.0,0.0,2224.0,58.0
139,YW10-0218S,28,180,0.0,58.0,1417.0,58.0
140,YW10-0218S,28,739,1417.0,58.0,801.0,58.0
141,YW10-0218S,28,704,0.0,116.0,2034.0,384.0
142,YW10-0218S,28,545,0.0,500.0,2196.0,58.0
143,YW10-0218S,28,187,0.0,558.0,921.0,402.0
144,YW10-0218S,28,0,0.0,960.0,2001.0,58.0
145,YW10-0218S,28,377,0.0,1018.0,1998.0,98.0
146,YW10-0218S,28,19,0.0,1116.0,2078.0,98.0
147,YW10-0218S,29,287,0.0,0.0,2201.0,484.0
148,YW10-0218S,29,160,0.0,484.0,535.0,414.5
149,YW10-0218S,29,307,535.0,484.0,564.0,414.5
150,YW10-0218S,29,516,0.0,898.5,716.0,318.0
151,YW10-0218S,29,688,716.0,898.5,802.0,318.0
152,YW10-0218S,30,713,0.0,0.0,2198.0,58.0
153,YW10-0218S,30,531,0.0,58.0,1013.0,984.0
154,YW10-0218S,30,736,0.0,1042.0,822.0,58.0
155,YW10-0218S,30,759,822.0,1042.0,1165.0,58.0
156,YW10-0218S,30,534,0.0,1100.0,438.0,118.0
157,YW10-0218S,30,485,438.0,1100.0,488.0,118.0
158,YW10-0218S,30,251,926.0,1100.0,488.0,118.0
159,YW10-0218S,30,176,1414.0,1100.0,488.0,118.0
160,YW10-0218S,31,315,0.0,0.0,2198.0,578.0
161,YW10-0218S,31,387,0.0,578.0,811.0,622.5
162,YW10-0218S,32,656,0.0,0.0,2196.0,579.0
163,YW10-0218S,32,539,0.0,579.0,958.0,250.0
164,YW10-0218S,32,722,0.0,829.0,415.0,389.5
165,YW10-0218S,33,27,0.0,0.0,2182.0,579.0
166,YW10-0218S,33,133,0.0,579.0,2065.0,377.0
167,YW10-0218S,33,352,0.0,956.0,568.0,246.0
168,YW10-0218S,34,259,0.0,0.0,2161.0,298.0
169,YW10-0218S,34,13,0.0,298.0,2161.0,58.0
170,YW10-0218S,34,98,0.0,356.0,1462.0,58.0
171,YW10-0218S,34,75,1462.0,356.0,673.0,58.0
172,YW10-0218S,34,44,0.0,414.0,593.0,225.0
173,YW10-0218S,34,104,0.0,639.0,643.0,277.0
174,YW10-0218S,34,297,643.0,639.0,962.0,277.0
175,YW10-0218S,34,234,1605.0,639.0,312.0,277.0
176,YW10-0218S,34,412,0.0,916.0,1618.0,299.0
177,YW10-0218S,35,2,0.0,0.0,2147.0,517.0
178,YW10-0218S,35,568,0.0,517.0,738.5,431.0
179,YW10-0218S,35,680,0.0,948.0,327.0,261.5
180,YW10-0218S,35,463,327.0,948.0,907.5,261.5
181,YW10-0218S,35,529,2147.0,0.0,288.0,158.0
182,YW10-0218S,35,83,2147.0,158.0,288.0,158.0
183,YW10-0218S,35,340,2147.0,316.0,288.0,158.0
184,YW10-0218S,35,627,2147.0,474.0,288.0,158.0
185,YW10-0218S,35,654,2147.0,632.0,288.0,158.0
186,YW10-0218S,35,167,2147.0,790.0,238.0,118.0
187,YW10-0218S,35,184,2147.0,908.0,288.0,118.0
188,YW10-0218S,35,288,2147.0,1026.0,288.0,118.0
189,YW10-0218S,36,749,0.0,0.0,2134.0,462.0
190,YW10-0218S,36,546,0.0,462.0,2001.0,711.0
191,YW10-0218S,36,174,0.0,1173.0,577.0,38.0
192,YW10-0218S,36,438,577.0,1173.0,766.0,38.0
193,YW10-0218S,36,257,1343.0,1173.0,638.0,38.0
194,YW10-0218S,37,57,0.0,0.0,2114.0,441.5
195,YW10-0218S,37,138,0.0,441.5,844.0,395.0
196,YW10-0218S,37,659,844.0,441.5,560.0,395.0
197,YW10-0218S,37,457,1404.0,441.5,306.0,395.0
198,YW10-0218S,37,667,0.0,836.5,517.5,380.0
199,YW10-0218S,37,766,517.5,836.5,798.0,380.0
200,YW10-0218S,37,125,1315.5,836.5,747.0,380.0
201,YW10-0218S,38,99,0.0,0.0,2101.0,329.0
202,YW10-0218S,38,141,0.0,329.0,724.0,58.0
203,YW10-0218S,38,128,724.0,329.0,942.0,58.0
204,YW10-0218S,38,59,0.0,387.0,1128.0,348.0
205,YW10-0218S,38,691,0.0,735.0,877.0,343.0
206,YW10-0218S,38,210,0.0,1078.0,762.0,78.0
