,batch_index,item_material,flat_index,item_id,x,y,x_length,y_length
0,0,YSH-0218S,0,3244,0.0,0.0,2418.0,38.0
1,0,YSH-0218S,0,1113,0.0,38.0,2278.0,38.0
2,0,YSH-0218S,0,2373,0.0,76.0,2303.0,38.0
3,0,YSH-0218S,0,2557,0.0,114.0,2418.0,38.0
4,0,YSH-0218S,1,1251,0.0,0.0,2098.0,400.0
5,0,YSH-0218S,1,2365,0.0,400.0,821.0,567.0
6,0,YSH-0218S,1,996,821.0,400.0,567.0,398.0
7,0,YSH-0218S,1,2890,0.0,967.0,395.0,178.0
8,0,YSH-0218S,1,2986,0.0,1145.0,395.0,48.0
9,0,YSH-0218S,2,3620,0.0,0.0,2098.0,400.0
10,0,YSH-0218S,2,908,0.0,400.0,536.0,372.0
11,0,YSH-0218S,2,1432,0.0,772.0,1764.0,425.0
12,0,YSH-0218S,3,3664,0.0,0.0,2038.0,523.0
13,0,YSH-0218S,3,2308,0.0,523.0,843.0,296.0
14,0,YSH-0218S,3,3065,843.0,523.0,843.0,296.0
15,0,YSH-0218S,3,1620,0.0,819.0,558.0,401.0
16,0,YSH-0218S,3,1114,558.0,819.0,558.0,401.0
17,0,YSH-0218S,3,3298,1116.0,819.0,558.0,401.0
18,0,YSH-0218S,3,2218,1674.0,819.0,401.0,348.0
19,0,YSH-0218S,4,4393,0.0,0.0,2384.0,434.0
20,0,YSH-0218S,4,4024,0.0,434.0,1249.5,462.5
21,0,YSH-0218S,4,3446,0.0,896.5,844.0,298.0
22,0,YSH-0218S,5,4549,0.0,0.0,1502.5,434.5
23,0,YSH-0218S,5,3013,0.0,434.5,835.0,416.0
24,0,YSH-0218S,5,3734,1502.5,0.0,855.0,538.0
25,0,YSH-0218S,5,3145,1502.5,538.0,847.0,538.0
26,0,YSH-0218S,6,2729,0.0,0.0,2053.0,557.0
27,0,YSH-0218S,6,428,0.0,557.0,647.0,540.0
28,0,YSH-0218S,6,2804,647.0,557.0,647.0,540.0
29,0,YSH-0218S,6,2015,0.0,1097.0,792.0,98.5
30,0,YSH-0218S,6,1631,792.0,1097.0,801.0,98.5
31,0,YSH-0218S,7,4025,0.0,0.0,1249.5,462.5
32,0,YSH-0218S,7,2661,0.0,462.5,758.0,747.0
33,0,YSH-0218S,7,927,758.0,462.5,747.0,215.5
34,0,YSH-0218S,7,2379,1505.0,462.5,747.0,215.5
35,0,YSH-0218S,7,236,1249.5,0.0,1093.0,38.0
36,0,YSH-0218S,7,1344,1249.5,38.0,430.0,408.0
37,0,YSH-0218S,7,3696,1249.5,446.0,812.0,578.0
38,0,YSH-0218S,7,3558,1249.5,1024.0,663.0,196.0
39,0,YSH-0218S,8,1913,0.0,0.0,2184.0,416.0
40,0,YSH-0218S,8,2588,0.0,416.0,1878.0,563.0
41,0,YSH-0218S,9,4259,0.0,0.0,2038.0,523.0
42,0,YSH-0218S,9,522,0.0,523.0,1221.5,426.3
43,0,YSH-0218S,9,36,1221.5,523.0,736.5,426.3
44,0,YSH-0218S,9,3715,0.0,949.3,328.0,265.0
45,0,YSH-0218S,9,3275,328.0,949.3,328.0,265.0
46,0,YSH-0218S,10,2608,0.0,0.0,2152.0,555.0
47,0,YSH-0218S,10,3562,0.0,555.0,897.0,380.0
48,0,YSH-0218S,10,4360,897.0,555.0,896.0,380.0
49,0,YSH-0218S,10,3037,0.0,935.0,2098.0,38.0
50,0,YSH-0218S,10,1642,0.0,973.0,2098.0,38.0
51,0,YSH-0218S,11,829,0.0,0.0,1221.5,426.3
52,0,YSH-0218S,11,4322,0.0,426.3,785.5,486.0
53,0,YSH-0218S,11,1953,0.0,912.3,522.0,294.5
54,0,YSH-0218S,11,2406,1221.5,0.0,1198.0,330.0
55,0,YSH-0218S,11,1193,1221.5,330.0,513.0,400.0
56,0,YSH-0218S,11,929,1221.5,730.0,774.5,337.5
57,0,YSH-0218S,11,2801,1221.5,1067.5,828.0,148.0
58,0,YSH-0218S,12,1957,0.0,0.0,2184.0,416.0
59,0,YSH-0218S,12,3918,0.0,416.0,2053.0,557.0
60,0,YSH-0218S,13,4606,0.0,0.0,1764.0,425.0
61,0,YSH-0218S,13,2724,0.0,425.0,810.0,571.0
62,0,YSH-0218S,13,2299,0.0,996.0,663.0,196.0
63,0,YSH-0218S,13,2194,663.0,996.0,748.0,196.0
64,0,YSH-0218S,13,575,1764.0,0.0,647.0,404.0
65,0,YSH-0218S,13,4641,1764.0,404.0,613.0,496.0
66,0,YSH-0218S,13,2881,1764.0,900.0,522.0,294.5
67,0,YSH-0218S,14,3528,0.0,0.0,1502.5,434.5
68,0,YSH-0218S,14,783,0.0,434.5,813.0,597.0
69,0,YSH-0218S,14,4282,0.0,1031.5,322.0,181.5
70,0,YSH-0218S,14,2715,322.0,1031.5,322.0,181.5
71,0,YSH-0218S,14,4635,1502.5,0.0,843.0,296.0
72,0,YSH-0218S,14,1776,1502.5,296.0,832.0,558.0
73,0,YSH-0218S,14,2960,1502.5,854.0,520.0,361.0
74,0,YSH-0218S,15,1466,0.0,0.0,2335.5,434.5
75,0,YSH-0218S,15,583,0.0,434.5,2335.5,434.5
76,0,YSH-0218S,15,4261,0.0,869.0,401.0,348.0
77,0,YSH-0218S,15,46,401.0,869.0,1558.0,348.0
78,0,YSH-0218S,16,1096,0.0,0.0,1622.0,495.0
79,0,YSH-0218S,16,3252,0.0,495.0,779.0,536.0
80,0,YSH-0218S,16,1074,779.0,495.0,536.0,374.0
81,0,YSH-0218S,16,2053,1315.0,495.0,536.0,374.0
82,0,YSH-0218S,16,2058,1622.0,0.0,815.0,358.0
83,0,YSH-0218S,16,634,1622.0,358.0,812.0,578.0
84,0,YSH-0218S,16,1158,1622.0,936.0,815.0,208.0
85,0,YSH-0218S,16,282,1622.0,1144.0,588.0,68.0
86,0,YSH-0218S,17,2653,0.0,0.0,1543.0,501.0
87,0,YSH-0218S,17,3618,0.0,501.0,812.0,578.0
88,0,YSH-0218S,17,1550,0.0,1079.0,551.0,128.0
89,0,YSH-0218S,17,1097,551.0,1079.0,551.0,128.0
90,0,YSH-0218S,17,4609,1543.0,0.0,896.0,380.0
91,0,YSH-0218S,17,807,1543.0,380.0,798.0,426.0
92,0,YSH-0218S,17,2268,1543.0,806.0,600.5,410.0
93,0,YSH-0218S,18,2728,0.0,0.0,1534.5,416.0
94,0,YSH-0218S,18,415,0.0,416.0,647.0,404.0
95,0,YSH-0218S,18,3083,0.0,820.0,897.0,397.0
96,0,YSH-0218S,18,2872,1534.5,0.0,896.0,380.0
97,0,YSH-0218S,18,3611,1534.5,380.0,812.0,578.0
98,0,YSH-0218S,18,1694,1534.5,958.0,815.0,208.0
99,0,YSH-0218S,18,2614,1534.5,1166.0,201.0,48.0
100,0,YSH-0218S,18,517,1735.5,1166.0,404.0,48.0
101,0,YSH-0218S,19,2181,0.0,0.0,1198.0,830.0
102,0,YSH-0218S,19,3546,0.0,830.0,395.0,385.0
103,0,YSH-0218S,19,3005,1198.0,0.0,1198.0,330.0
104,0,YSH-0218S,19,1661,1198.0,330.0,439.0,345.0
105,0,YSH-0218S,19,595,1637.0,330.0,439.0,345.0
106,0,YSH-0218S,19,2775,1198.0,675.0,778.0,541.0
107,0,YSH-0218S,20,1373,0.0,0.0,2045.0,348.0
108,0,YSH-0218S,20,3029,0.0,348.0,751.0,310.0
109,0,YSH-0218S,20,2790,751.0,348.0,751.0,310.0
110,0,YSH-0218S,20,1903,0.0,658.0,1961.0,555.0
