,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,5093,0.0,58.0,2194.0,419.0
2,FMB-0215S,0,4684,0.0,477.0,2020.0,417.0
3,FMB-0215S,0,4630,0.0,894.0,2415.0,80.0
4,FMB-0215S,0,4893,0.0,974.0,717.0,242.5
5,FMB-0215S,1,4681,0.0,0.0,2432.0,485.0
6,FMB-0215S,1,5070,0.0,485.0,2148.0,330.0
7,FMB-0215S,1,4572,0.0,815.0,2360.0,58.0
8,FMB-0215S,1,4677,0.0,873.0,1422.0,347.0
9,FMB-0215S,2,4494,0.0,0.0,2432.0,485.0
10,FMB-0215S,2,4771,0.0,485.0,1649.0,420.0
11,FMB-0215S,2,4865,1649.0,485.0,308.0,420.0
12,FMB-0215S,2,4983,1957.0,485.0,308.0,420.0
13,FMB-0215S,2,4989,0.0,905.0,807.0,310.0
14,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
15,FMB-0215S,3,4417,0.0,58.0,2322.0,1050.0
16,FMB-0215S,3,4972,0.0,1108.0,901.0,98.0
17,FMB-0215S,4,4960,0.0,0.0,2410.0,370.0
18,FMB-0215S,4,4902,0.0,370.0,2398.0,480.0
19,FMB-0215S,4,5087,0.0,850.0,902.0,364.0
20,FMB-0215S,5,4816,0.0,0.0,2403.0,58.0
21,FMB-0215S,6,4691,0.0,0.0,2403.0,580.0
22,FMB-0215S,6,4742,0.0,580.0,2168.0,58.0
23,FMB-0215S,6,4923,0.0,638.0,2248.0,293.0
24,FMB-0215S,6,4926,0.0,931.0,681.0,278.0
25,FMB-0215S,7,5092,0.0,0.0,2403.0,580.0
26,FMB-0215S,7,4466,0.0,580.0,2388.0,596.0
27,FMB-0215S,7,4553,0.0,1176.0,888.0,38.0
28,FMB-0215S,7,4425,888.0,1176.0,1510.0,38.0
29,FMB-0215S,8,4526,0.0,0.0,2398.0,398.0
30,FMB-0215S,8,4430,0.0,398.0,908.0,58.0
31,FMB-0215S,8,4988,908.0,398.0,892.0,58.0
32,FMB-0215S,8,4818,0.0,456.0,2398.0,38.0
