,item_material,flat_index,item_id,x,y,x_length,y_length
0,YW10-0218S,0,235,0.0,0.0,2418.0,58.0
1,YW10-0218S,0,41,0.0,58.0,2198.0,198.0
2,YW10-0218S,0,60,0.0,256.0,712.0,327.0
3,YW10-0218S,0,713,0.0,583.0,2198.0,58.0
4,YW10-0218S,0,619,0.0,641.0,862.0,307.5
5,YW10-0218S,0,542,0.0,948.5,2418.0,58.0
6,YW10-0218S,0,541,0.0,1006.5,1918.0,58.0
7,YW10-0218S,0,0,0.0,1064.5,2001.0,58.0
8,YW10-0218S,0,537,0.0,1122.5,2098.0,58.0
9,YW10-0218S,0,723,0.0,1180.5,2416.0,38.0
10,YW10-0218S,1,356,0.0,0.0,2418.0,58.0
11,YW10-0218S,1,557,0.0,58.0,1934.0,420.5
12,YW10-0218S,1,757,0.0,478.5,734.0,248.0
13,YW10-0218S,1,231,734.0,478.5,1273.0,248.0
14,YW10-0218S,1,37,0.0,726.5,1964.0,395.0
15,YW10-0218S,1,73,0.0,1121.5,2388.0,98.0
16,YW10-0218S,2,113,0.0,0.0,2398.0,328.0
17,YW10-0218S,2,768,0.0,328.0,912.5,386.5
18,YW10-0218S,2,338,0.0,714.5,1998.0,58.0
19,YW10-0218S,2,573,0.0,772.5,2081.0,419.0
20,YW10-0218S,3,25,0.0,0.0,2398.0,299.0
21,YW10-0218S,3,48,0.0,299.0,2353.0,38.0
22,YW10-0218S,3,468,0.0,337.0,997.0,310.0
23,YW10-0218S,3,308,997.0,337.0,998.0,310.0
24,YW10-0218S,3,66,0.0,647.0,1755.0,337.0
25,YW10-0218S,3,85,0.0,984.0,443.0,226.5
26,YW10-0218S,4,765,0.0,0.0,2398.0,393.0
27,YW10-0218S,4,656,0.0,393.0,2196.0,579.0
28,YW10-0218S,4,444,2196.0,393.0,195.0,579.0
29,YW10-0218S,4,630,0.0,972.0,1968.0,55.0
30,YW10-0218S,4,682,0.0,1027.0,701.5,167.0
31,YW10-0218S,5,170,0.0,0.0,2393.0,38.0
32,YW10-0218S,5,9,0.0,38.0,2348.0,558.0
33,YW10-0218S,5,249,0.0,596.0,560.5,360.3
34,YW10-0218S,5,771,0.0,956.3,794.0,248.0
35,YW10-0218S,6,115,0.0,0.0,2388.0,558.0
36,YW10-0218S,6,423,0.0,558.0,728.0,379.0
37,YW10-0218S,6,270,0.0,937.0,706.0,279.0
38,YW10-0218S,7,304,0.0,0.0,2368.0,328.0
39,YW10-0218S,7,671,0.0,328.0,2217.0,58.0
40,YW10-0218S,8,61,0.0,0.0,2367.0,218.0
41,YW10-0218S,8,349,0.0,218.0,777.0,435.0
42,YW10-0218S,8,362,0.0,653.0,2196.0,58.0
43,YW10-0218S,8,409,0.0,711.0,1598.0,78.0
44,YW10-0218S,8,210,1598.0,711.0,762.0,78.0
45,YW10-0218S,8,172,0.0,789.0,2284.0,395.0
46,YW10-0218S,9,588,0.0,0.0,2353.0,58.0
47,YW10-0218S,9,609,0.0,58.0,503.5,327.0
48,YW10-0218S,9,254,503.5,58.0,762.0,327.0
49,YW10-0218S,9,402,1265.5,58.0,760.0,327.0
50,YW10-0218S,9,383,0.0,385.0,2034.0,384.0
51,YW10-0218S,9,498,0.0,769.0,517.0,351.5
52,YW10-0218S,9,584,517.0,769.0,420.0,351.5
53,YW10-0218S,9,550,0.0,1120.5,698.0,98.0
54,YW10-0218S,9,327,698.0,1120.5,743.0,98.0
