,item_material,flat_index,item_id,x,y,x_length,y_length
0,ZQB-0218S,0,30258,0.0,0.0,2398.0,88.0
1,ZQB-0218S,0,30535,0.0,88.0,960.0,358.0
2,ZQB-0218S,0,30468,960.0,88.0,440.0,358.0
3,ZQB-0218S,0,30498,0.0,446.0,1543.0,348.0
4,ZQB-0218S,0,30294,0.0,794.0,863.0,38.0
5,ZQB-0218S,0,30709,863.0,794.0,860.0,38.0
6,ZQB-0218S,0,30973,0.0,832.0,719.0,308.0
7,ZQB-0218S,0,30570,0.0,1140.0,871.0,58.0
8,ZQB-0218S,0,30271,871.0,1140.0,1032.0,58.0
9,ZQB-0218S,1,30587,0.0,0.0,2356.0,558.0
10,ZQB-0218S,1,30378,0.0,558.0,960.0,58.0
11,ZQB-0218S,1,30507,960.0,558.0,1366.0,58.0
12,ZQB-0218S,1,30647,0.0,616.0,1176.0,38.0
13,ZQB-0218S,1,30323,1176.0,616.0,871.0,38.0
14,ZQB-0218S,1,30554,0.0,654.0,1783.0,378.0
15,ZQB-0218S,1,30261,0.0,1032.0,892.0,58.0
16,ZQB-0218S,1,30799,892.0,1032.0,1528.0,58.0
17,ZQB-0218S,1,30449,0.0,1090.0,222.0,129.0
18,ZQB-0218S,2,30715,0.0,0.0,2383.0,580.0
19,ZQB-0218S,2,30551,0.0,580.0,691.0,422.5
20,ZQB-0218S,2,30248,0.0,1002.5,514.0,217.5
21,ZQB-0218S,3,30221,0.0,0.0,2303.0,578.0
22,ZQB-0218S,3,30306,0.0,578.0,2015.5,395.0
23,ZQB-0218S,3,30740,0.0,973.0,2038.0,38.0
24,ZQB-0218S,3,30856,0.0,1011.0,1888.0,199.0
25,ZQB-0218S,4,30268,0.0,0.0,2378.0,560.0
26,ZQB-0218S,4,31002,0.0,560.0,1771.5,397.5
27,ZQB-0218S,4,30686,1771.5,560.0,148.0,397.5
28,ZQB-0218S,4,30269,1919.5,560.0,148.0,397.5
29,ZQB-0218S,4,30676,0.0,957.5,2173.0,248.0
30,ZQB-0218S,5,30380,0.0,0.0,2301.0,421.0
31,ZQB-0218S,5,30636,0.0,421.0,2148.0,588.0
32,ZQB-0218S,5,30289,0.0,1009.0,651.0,193.0
33,ZQB-0218S,6,30550,0.0,0.0,2353.0,580.0
34,ZQB-0218S,6,30711,0.0,580.0,2098.0,558.0
35,ZQB-0218S,6,30785,0.0,1138.0,769.0,58.0
36,ZQB-0218S,6,30701,769.0,1138.0,1560.0,58.0
37,ZQB-0218S,7,30855,0.0,0.0,2398.0,578.0
38,ZQB-0218S,7,30814,0.0,578.0,1158.0,328.0
39,ZQB-0218S,7,30373,0.0,906.0,394.5,308.5
40,ZQB-0218S,7,30374,394.5,906.0,395.0,308.5
41,ZQB-0218S,8,30866,0.0,0.0,2314.0,377.5
42,ZQB-0218S,8,30608,0.0,377.5,2351.0,402.0
43,ZQB-0218S,8,30949,0.0,779.5,2158.0,398.0
44,ZQB-0218S,8,30420,0.0,1177.5,670.0,38.0
45,ZQB-0218S,8,30218,670.0,1177.5,1208.0,38.0
46,ZQB-0218S,9,30407,0.0,0.0,2334.0,345.0
47,ZQB-0218S,9,30776,0.0,345.0,488.0,118.0
48,ZQB-0218S,9,30577,488.0,345.0,488.0,118.0
49,ZQB-0218S,9,30381,976.0,345.0,488.0,118.0
50,ZQB-0218S,9,30822,1464.0,345.0,457.0,118.0
51,ZQB-0218S,9,30648,1921.0,345.0,448.0,118.0
52,ZQB-0218S,9,30990,0.0,463.0,488.0,198.0
53,ZQB-0218S,9,30664,488.0,463.0,931.0,198.0
54,ZQB-0218S,9,30486,1419.0,463.0,843.0,198.0
55,ZQB-0218S,9,31014,0.0,661.0,588.0,231.5
56,ZQB-0218S,9,30730,0.0,892.5,362.0,326.0
57,ZQB-0218S,10,30428,0.0,0.0,2198.0,578.0
58,ZQB-0218S,10,30747,0.0,578.0,569.0,281.5
59,ZQB-0218S,10,30645,0.0,859.5,884.0,360.0
60,ZQB-0218S,10,30561,884.0,859.5,998.0,360.0
61,ZQB-0218S,11,30563,0.0,0.0,2398.0,58.0
62,ZQB-0218S,11,30924,0.0,58.0,918.0,325.0
63,ZQB-0218S,11,30367,0.0,383.0,1808.0,685.0
64,ZQB-0218S,11,30775,0.0,1068.0,447.0,151.0
65,ZQB-0218S,12,30548,0.0,0.0,2356.0,558.0
