,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,4429,0.0,58.0,965.5,433.0
2,FMB-0215S,0,4532,0.0,491.0,2099.0,425.0
3,FMB-0215S,0,4561,2099.0,491.0,317.5,425.0
4,FMB-0215S,0,4872,0.0,916.0,427.0,301.5
5,FMB-0215S,0,4516,427.0,916.0,1025.0,301.5
6,FMB-0215S,0,4383,1452.0,916.0,723.0,301.5
7,FMB-0215S,1,4681,0.0,0.0,2432.0,485.0
8,FMB-0215S,1,4572,0.0,485.0,2360.0,58.0
9,FMB-0215S,1,4765,0.0,543.0,2148.0,530.0
10,FMB-0215S,1,4492,0.0,1073.0,288.0,118.0
11,FMB-0215S,1,4606,288.0,1073.0,288.0,118.0
12,FMB-0215S,1,4566,576.0,1073.0,288.0,118.0
13,FMB-0215S,2,4494,0.0,0.0,2432.0,485.0
14,FMB-0215S,2,4673,0.0,485.0,694.5,278.0
15,FMB-0215S,2,4926,694.5,485.0,681.0,278.0
16,FMB-0215S,2,4500,1375.5,485.0,175.0,278.0
17,FMB-0215S,2,4647,0.0,763.0,554.0,455.0
18,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
19,FMB-0215S,3,4408,0.0,58.0,2318.0,58.0
20,FMB-0215S,3,4471,0.0,116.0,1568.0,58.0
21,FMB-0215S,3,5099,1568.0,116.0,821.0,58.0
22,FMB-0215S,3,4587,0.0,174.0,816.0,407.0
23,FMB-0215S,3,4959,0.0,581.0,2188.0,58.0
24,FMB-0215S,3,4592,0.0,639.0,847.0,340.0
25,FMB-0215S,3,5118,847.0,639.0,847.0,340.0
26,FMB-0215S,3,4527,0.0,979.0,254.0,172.5
27,FMB-0215S,3,4774,254.0,979.0,653.0,172.5
28,FMB-0215S,3,4669,907.0,979.0,639.0,172.5
29,FMB-0215S,3,4830,1546.0,979.0,254.0,172.5
30,FMB-0215S,3,4705,0.0,1151.5,390.0,58.0
31,FMB-0215S,3,4507,390.0,1151.5,1998.0,58.0
32,FMB-0215S,4,4630,0.0,0.0,2415.0,80.0
33,FMB-0215S,4,4874,0.0,80.0,1386.5,348.0
34,FMB-0215S,4,4632,0.0,428.0,2306.0,770.0
35,FMB-0215S,4,4776,2306.0,428.0,58.0,770.0
36,FMB-0215S,5,4960,0.0,0.0,2410.0,370.0
37,FMB-0215S,5,4988,0.0,370.0,892.0,58.0
38,FMB-0215S,5,4665,892.0,370.0,1071.0,58.0
39,FMB-0215S,5,5031,0.0,428.0,721.0,277.5
40,FMB-0215S,5,4531,0.0,705.5,2308.0,58.0
41,FMB-0215S,5,4682,0.0,763.5,1001.0,342.0
42,FMB-0215S,5,4742,0.0,1105.5,2168.0,58.0
43,FMB-0215S,5,4930,0.0,1163.5,688.0,52.5
44,FMB-0215S,5,4412,688.0,1163.5,711.5,52.5
45,FMB-0215S,5,4485,1399.5,1163.5,625.0,52.5
46,FMB-0215S,6,4816,0.0,0.0,2403.0,58.0
47,FMB-0215S,6,4848,0.0,58.0,1748.0,422.0
48,FMB-0215S,6,4803,1748.0,58.0,328.0,422.0
49,FMB-0215S,6,4980,0.0,480.0,2051.0,371.0
50,FMB-0215S,6,4475,0.0,851.0,471.0,361.0
51,FMB-0215S,6,4836,471.0,851.0,308.5,361.0
52,FMB-0215S,7,5092,0.0,0.0,2403.0,580.0
53,FMB-0215S,7,4555,0.0,580.0,1198.0,58.0
54,FMB-0215S,7,4588,1198.0,580.0,1138.0,58.0
55,FMB-0215S,7,4540,0.0,638.0,772.0,358.0
56,FMB-0215S,7,4618,772.0,638.0,772.0,358.0
57,FMB-0215S,7,4601,1544.0,638.0,772.0,358.0
58,FMB-0215S,7,4754,0.0,996.0,802.0,216.5
59,FMB-0215S,8,4691,0.0,0.0,2403.0,580.0
60,FMB-0215S,8,4657,0.0,580.0,862.0,325.0
61,FMB-0215S,8,4873,862.0,580.0,324.5,325.0
62,FMB-0215S,8,4814,0.0,905.0,509.0,312.0
63,FMB-0215S,9,4835,0.0,0.0,2398.0,38.0
64,FMB-0215S,9,4419,0.0,38.0,861.0,300.0
65,FMB-0215S,9,4448,0.0,338.0,801.0,308.0
66,FMB-0215S,9,4968,0.0,646.0,2388.0,38.0
67,FMB-0215S,9,4944,0.0,684.0,744.0,58.0
68,FMB-0215S,9,5017,744.0,684.0,821.0,58.0
69,FMB-0215S,9,5058,0.0,742.0,2157.0,57.0
70,FMB-0215S,9,5103,0.0,799.0,2058.0,58.0
71,FMB-0215S,10,5085,0.0,0.0,2398.0,330.0
72,FMB-0215S,10,4984,0.0,330.0,2388.0,58.0
73,FMB-0215S,10,4792,0.0,388.0,2398.0,38.0
74,FMB-0215S,10,4420,0.0,426.0,928.0,58.0
75,FMB-0215S,10,4887,928.0,426.0,888.0,58.0
76,FMB-0215S,10,4437,0.0,484.0,2163.0,330.0
77,FMB-0215S,10,4772,0.0,814.0,2398.0,38.0
78,FMB-0215S,10,4582,0.0,852.0,691.0,58.0
79,FMB-0215S,10,4699,691.0,852.0,1562.0,58.0
80,FMB-0215S,10,4818,0.0,910.0,2398.0,38.0
81,FMB-0215S,10,5122,0.0,948.0,662.0,58.0
82,FMB-0215S,10,4713,662.0,948.0,1718.0,58.0
83,FMB-0215S,10,4497,0.0,1006.0,678.0,58.0
84,FMB-0215S,10,4515,678.0,1006.0,858.0,58.0
85,FMB-0215S,10,4870,1536.0,1006.0,852.0,58.0
86,FMB-0215S,10,5072,0.0,1064.0,2078.0,58.0
87,FMB-0215S,10,4912,0.0,1122.0,1823.0,38.0
88,FMB-0215S,10,4623,0.0,1160.0,2238.0,38.0
89,FMB-0215S,11,5022,0.0,0.0,2398.0,458.0
90,FMB-0215S,11,4758,0.0,458.0,980.0,291.0
91,FMB-0215S,11,4670,0.0,749.0,2078.0,58.0
92,FMB-0215S,11,4811,0.0,807.0,781.0,413.0
93,FMB-0215S,12,4526,0.0,0.0,2398.0,398.0
94,FMB-0215S,12,5121,0.0,398.0,857.0,58.0
95,FMB-0215S,12,4655,857.0,398.0,1247.0,58.0
96,FMB-0215S,12,4574,0.0,456.0,888.0,386.0
97,FMB-0215S,12,4597,0.0,842.0,2291.0,58.0
98,FMB-0215S,12,4403,0.0,900.0,692.0,309.0
99,FMB-0215S,13,4884,0.0,0.0,2398.0,38.0
100,FMB-0215S,13,5020,0.0,38.0,479.5,379.0
101,FMB-0215S,13,5027,479.5,38.0,932.5,379.0
102,FMB-0215S,13,4815,1412.0,38.0,865.0,379.0
103,FMB-0215S,13,4850,0.0,417.0,503.0,348.0
104,FMB-0215S,13,4519,503.0,417.0,1698.0,348.0
105,FMB-0215S,13,4442,2201.0,417.0,78.0,348.0
106,FMB-0215S,13,4421,0.0,765.0,715.0,429.0
107,FMB-0215S,13,4739,715.0,765.0,1598.0,429.0
108,FMB-0215S,14,4902,0.0,0.0,2398.0,480.0
109,FMB-0215S,14,4771,0.0,480.0,1649.0,420.0
110,FMB-0215S,14,4633,0.0,900.0,862.0,319.0
111,FMB-0215S,15,4857,0.0,0.0,2394.5,440.0
112,FMB-0215S,15,4616,0.0,440.0,513.5,92.5
113,FMB-0215S,15,5126,513.5,440.0,589.0,92.5
114,FMB-0215S,15,4791,1102.5,440.0,571.0,92.5
115,FMB-0215S,15,5119,1673.5,440.0,532.0,92.5
116,FMB-0215S,15,4958,0.0,532.5,1847.0,550.0
117,FMB-0215S,15,4976,0.0,1082.5,701.5,134.0
118,FMB-0215S,16,4998,0.0,0.0,2393.0,310.0
119,FMB-0215S,16,4728,0.0,310.0,1182.0,898.0
120,FMB-0215S,17,4466,0.0,0.0,2388.0,596.0
121,FMB-0215S,17,4706,0.0,596.0,2258.0,580.0
122,FMB-0215S,17,4900,0.0,1176.0,317.0,38.0
123,FMB-0215S,17,5088,317.0,1176.0,1933.0,38.0
124,FMB-0215S,18,4784,0.0,0.0,2363.0,328.0
125,FMB-0215S,18,4407,0.0,328.0,802.0,327.0
126,FMB-0215S,18,5096,802.0,328.0,1163.0,327.0
127,FMB-0215S,18,4430,0.0,655.0,908.0,58.0
128,FMB-0215S,18,5004,908.0,655.0,1361.0,58.0
129,FMB-0215S,18,4858,0.0,713.0,813.0,433.5
130,FMB-0215S,18,4931,0.0,1146.5,486.0,58.0
131,FMB-0215S,18,5010,486.0,1146.5,1789.0,58.0
132,FMB-0215S,19,4808,0.0,0.0,2360.0,307.0
133,FMB-0215S,19,4685,0.0,307.0,821.0,448.0
134,FMB-0215S,19,4731,821.0,307.0,998.0,448.0
135,FMB-0215S,19,4951,0.0,755.0,866.0,448.0
136,FMB-0215S,19,4922,866.0,755.0,882.0,448.0
137,FMB-0215S,20,5024,0.0,0.0,2356.0,862.0
138,FMB-0215S,20,4804,0.0,862.0,412.5,358.0
139,FMB-0215S,20,4840,412.5,862.0,556.0,358.0
140,FMB-0215S,21,5131,0.0,0.0,2338.0,398.0
141,FMB-0215S,21,4851,0.0,398.0,733.0,237.0
142,FMB-0215S,21,4891,0.0,635.0,1878.0,547.5
143,FMB-0215S,22,4856,0.0,0.0,2328.0,578.0
144,FMB-0215S,22,4573,0.0,578.0,770.0,58.0
145,FMB-0215S,22,4617,770.0,578.0,1517.0,58.0
146,FMB-0215S,22,5075,0.0,636.0,2098.0,560.0
147,FMB-0215S,23,4417,0.0,0.0,2322.0,1050.0
148,FMB-0215S,23,4936,0.0,1050.0,487.5,168.5
149,FMB-0215S,23,5066,487.5,1050.0,594.5,168.5
150,FMB-0215S,23,4726,1082.0,1050.0,575.5,168.5
151,FMB-0215S,23,4461,1657.5,1050.0,488.0,168.5
152,FMB-0215S,24,5052,0.0,0.0,2313.0,434.5
153,FMB-0215S,24,4557,0.0,434.5,1049.5,785.0
154,FMB-0215S,24,4843,1049.5,434.5,1049.5,785.0
155,FMB-0215S,25,5132,0.0,0.0,2306.0,770.0
156,FMB-0215S,25,4397,0.0,770.0,878.0,448.5
