,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,4968,0.0,0.0,2388.0,38.0
1,FMB-0215S,0,4471,0.0,38.0,1568.0,58.0
2,FMB-0215S,0,4507,0.0,96.0,1998.0,58.0
3,FMB-0215S,0,4984,0.0,154.0,2388.0,58.0
4,FMB-0215S,0,4536,0.0,212.0,1938.0,38.0
5,FMB-0215S,0,5103,0.0,250.0,2058.0,58.0
6,FMB-0215S,1,4506,0.0,0.0,2286.0,277.0
7,FMB-0215S,1,4764,0.0,277.0,1898.0,58.0
8,FMB-0215S,1,4597,0.0,335.0,2291.0,58.0
9,FMB-0215S,1,4879,0.0,393.0,1002.0,58.0
10,FMB-0215S,1,4655,1002.0,393.0,1247.0,58.0
11,FMB-0215S,1,4699,0.0,451.0,1562.0,58.0
12,FMB-0215S,1,4572,0.0,509.0,2360.0,58.0
13,FMB-0215S,1,5000,0.0,567.0,923.0,317.0
14,FMB-0215S,1,4581,923.0,567.0,923.0,317.0
15,FMB-0215S,1,4623,0.0,884.0,2238.0,38.0
16,FMB-0215S,1,4818,0.0,922.0,2398.0,38.0
17,FMB-0215S,1,4553,0.0,960.0,888.0,38.0
18,FMB-0215S,1,4445,888.0,960.0,1538.0,38.0
19,FMB-0215S,1,4884,0.0,998.0,2398.0,38.0
20,FMB-0215S,1,4887,0.0,1036.0,888.0,58.0
21,FMB-0215S,1,4555,888.0,1036.0,1198.0,58.0
22,FMB-0215S,1,4943,0.0,1094.0,2418.0,58.0
23,FMB-0215S,1,5010,0.0,1152.0,1789.0,58.0
24,FMB-0215S,2,5085,0.0,0.0,2398.0,330.0
25,FMB-0215S,2,5095,0.0,330.0,2433.0,58.0
26,FMB-0215S,2,4980,0.0,388.0,2051.0,371.0
27,FMB-0215S,2,5012,0.0,759.0,924.0,370.0
28,FMB-0215S,2,5026,0.0,1129.0,798.0,88.0
29,FMB-0215S,3,4531,0.0,0.0,2308.0,58.0
30,FMB-0215S,3,5058,0.0,58.0,2157.0,57.0
31,FMB-0215S,3,4437,0.0,115.0,2163.0,330.0
32,FMB-0215S,3,4959,0.0,445.0,2188.0,58.0
33,FMB-0215S,3,4517,0.0,503.0,1784.0,93.0
34,FMB-0215S,3,4524,0.0,596.0,780.5,415.5
35,FMB-0215S,3,4846,0.0,1011.5,1932.0,200.5
36,FMB-0215S,4,5052,0.0,0.0,2313.0,434.5
37,FMB-0215S,4,4711,0.0,434.5,543.0,377.0
38,FMB-0215S,4,4427,543.0,434.5,495.0,377.0
39,FMB-0215S,4,4938,0.0,811.5,1318.0,346.0
40,FMB-0215S,4,4864,0.0,1157.5,332.0,58.0
41,FMB-0215S,4,4670,332.0,1157.5,2078.0,58.0
42,FMB-0215S,5,4763,0.0,0.0,2264.0,455.0
43,FMB-0215S,5,5029,0.0,455.0,2188.0,565.0
44,FMB-0215S,5,4546,0.0,1020.0,1861.0,58.0
45,FMB-0215S,5,4931,1861.0,1020.0,486.0,58.0
46,FMB-0215S,5,4976,0.0,1078.0,701.5,134.0
47,FMB-0215S,6,4808,0.0,0.0,2360.0,307.0
48,FMB-0215S,6,4816,0.0,307.0,2403.0,58.0
49,FMB-0215S,6,5110,0.0,365.0,1294.0,420.0
50,FMB-0215S,6,4532,0.0,785.0,2099.0,425.0
51,FMB-0215S,7,5132,0.0,0.0,2306.0,770.0
52,FMB-0215S,7,4740,0.0,770.0,1649.0,420.0
53,FMB-0215S,7,4865,1649.0,770.0,308.0,420.0
54,FMB-0215S,7,4983,1957.0,770.0,308.0,420.0
