,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,4948,0.0,58.0,762.0,379.0
2,FMB-0215S,0,4815,762.0,58.0,865.0,379.0
3,FMB-0215S,0,4523,1627.0,58.0,562.0,379.0
4,FMB-0215S,0,5062,0.0,437.0,502.0,447.0
5,FMB-0215S,0,4628,502.0,437.0,502.0,447.0
6,FMB-0215S,0,4914,1004.0,437.0,502.0,447.0
7,FMB-0215S,0,5108,1506.0,437.0,502.0,447.0
8,FMB-0215S,0,5085,0.0,884.0,2398.0,330.0
9,FMB-0215S,1,4494,0.0,0.0,2432.0,485.0
10,FMB-0215S,1,4533,0.0,485.0,548.0,424.5
11,FMB-0215S,1,4571,0.0,909.5,776.0,310.0
12,FMB-0215S,2,4681,0.0,0.0,2432.0,485.0
13,FMB-0215S,2,4470,0.0,485.0,815.0,452.0
14,FMB-0215S,2,5031,0.0,937.0,721.0,277.5
15,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
16,FMB-0215S,3,5015,0.0,58.0,2034.0,472.5
17,FMB-0215S,3,4617,0.0,530.5,1517.0,58.0
18,FMB-0215S,3,4988,1517.0,530.5,892.0,58.0
19,FMB-0215S,3,4960,0.0,588.5,2410.0,370.0
20,FMB-0215S,3,4766,0.0,958.5,820.0,202.0
21,FMB-0215S,3,4623,0.0,1160.5,2238.0,38.0
22,FMB-0215S,4,4630,0.0,0.0,2415.0,80.0
23,FMB-0215S,4,4755,0.0,80.0,858.0,58.0
24,FMB-0215S,4,4639,858.0,80.0,951.0,58.0
25,FMB-0215S,4,5022,0.0,138.0,2398.0,458.0
26,FMB-0215S,4,5009,0.0,596.0,2047.0,345.0
27,FMB-0215S,4,4573,0.0,941.0,770.0,58.0
28,FMB-0215S,4,4435,770.0,941.0,931.0,58.0
29,FMB-0215S,4,4497,1701.0,941.0,678.0,58.0
30,FMB-0215S,4,4501,0.0,999.0,756.0,155.0
