,item_material,flat_index,item_id,x,y,x_length,y_length
0,NBSY-0218SD,0,25515,0.0,0.0,2384.0,58.0
1,NBSY-0218SD,0,25811,0.0,58.0,811.0,58.0
2,NBSY-0218SD,0,25873,811.0,58.0,885.0,58.0
3,NBSY-0218SD,0,25613,1696.0,58.0,694.0,58.0
4,NBSY-0218SD,0,25601,0.0,116.0,693.0,299.0
5,NBSY-0218SD,0,25400,0.0,415.0,2438.0,38.0
6,NBSY-0218SD,0,25311,0.0,453.0,599.0,115.0
7,NBSY-0218SD,0,25772,0.0,568.0,900.0,38.0
8,NBSY-0218SD,0,25672,900.0,568.0,1098.0,38.0
9,NBSY-0218SD,0,25460,0.0,606.0,811.0,58.0
10,NBSY-0218SD,0,25318,811.0,606.0,792.0,58.0
11,NBSY-0218SD,0,25108,1603.0,606.0,770.0,58.0
12,NBSY-0218SD,0,25385,0.0,664.0,920.5,38.0
13,NBSY-0218SD,0,25712,920.5,664.0,998.0,38.0
14,NBSY-0218SD,0,25594,0.0,702.0,759.0,58.0
15,NBSY-0218SD,0,25520,759.0,702.0,750.0,58.0
16,NBSY-0218SD,0,25169,0.0,760.0,2438.0,38.0
17,NBSY-0218SD,0,25139,0.0,798.0,1954.0,58.0
18,NBSY-0218SD,0,25129,0.0,856.0,883.0,38.0
19,NBSY-0218SD,1,25495,0.0,0.0,2438.0,38.0
20,NBSY-0218SD,1,25381,0.0,38.0,1243.0,348.0
21,NBSY-0218SD,1,25298,0.0,386.0,2098.0,38.0
22,NBSY-0218SD,1,25536,0.0,424.0,991.0,58.0
23,NBSY-0218SD,1,25584,991.0,424.0,1010.0,58.0
24,NBSY-0218SD,1,25386,0.0,482.0,2438.0,38.0
25,NBSY-0218SD,1,25883,0.0,520.0,811.0,58.0
26,NBSY-0218SD,1,25403,811.0,520.0,968.0,58.0
27,NBSY-0218SD,1,25539,0.0,578.0,2438.0,38.0
28,NBSY-0218SD,1,25438,0.0,616.0,947.0,58.0
29,NBSY-0218SD,1,25762,947.0,616.0,939.0,58.0
30,NBSY-0218SD,1,25124,0.0,674.0,2398.0,38.0
31,NBSY-0218SD,1,25686,0.0,712.0,564.0,114.5
32,NBSY-0218SD,1,25432,0.0,826.5,2228.0,58.0
33,NBSY-0218SD,1,25360,0.0,884.5,2418.0,58.0
34,NBSY-0218SD,1,25565,0.0,942.5,924.0,225.5
35,NBSY-0218SD,1,25419,0.0,1168.0,1918.0,38.0
36,NBSY-0218SD,2,25411,0.0,0.0,2398.0,38.0
37,NBSY-0218SD,2,25094,0.0,38.0,2138.0,58.0
38,NBSY-0218SD,2,25309,0.0,96.0,981.5,121.5
39,NBSY-0218SD,2,25618,0.0,217.5,1822.0,350.0
40,NBSY-0218SD,2,25135,0.0,567.5,1202.0,58.0
41,NBSY-0218SD,2,25891,1202.0,567.5,1210.0,58.0
42,NBSY-0218SD,2,25392,0.0,625.5,936.0,58.0
43,NBSY-0218SD,2,25261,936.0,625.5,1343.0,58.0
44,NBSY-0218SD,2,25583,0.0,683.5,2438.0,38.0
45,NBSY-0218SD,2,25473,0.0,721.5,2391.0,38.0
46,NBSY-0218SD,2,25126,0.0,759.5,2438.0,38.0
47,NBSY-0218SD,2,25660,0.0,797.5,2148.0,58.0
48,NBSY-0218SD,2,25172,0.0,855.5,770.0,58.0
49,NBSY-0218SD,2,25131,770.0,855.5,1011.0,58.0
50,NBSY-0218SD,2,25684,0.0,913.5,347.0,301.0
51,NBSY-0218SD,3,25876,0.0,0.0,2338.0,377.0
52,NBSY-0218SD,3,25423,0.0,377.0,2420.0,38.0
53,NBSY-0218SD,3,25119,0.0,415.0,1839.0,118.0
54,NBSY-0218SD,3,25204,1839.0,415.0,438.0,118.0
55,NBSY-0218SD,3,25242,0.0,533.0,836.0,198.0
56,NBSY-0218SD,3,25100,836.0,533.0,716.0,198.0
57,NBSY-0218SD,3,25546,0.0,731.0,900.0,287.5
58,NBSY-0218SD,3,25446,0.0,1018.5,1063.0,177.0
59,NBSY-0218SD,4,25125,0.0,0.0,2241.0,400.0
60,NBSY-0218SD,4,25146,0.0,400.0,2360.0,58.0
61,NBSY-0218SD,4,25895,0.0,458.0,1138.0,58.0
62,NBSY-0218SD,4,25844,1138.0,458.0,1302.0,58.0
63,NBSY-0218SD,4,25632,0.0,516.0,401.0,328.0
64,NBSY-0218SD,4,25334,401.0,516.0,783.0,328.0
65,NBSY-0218SD,4,25159,1184.0,516.0,770.0,328.0
66,NBSY-0218SD,4,25884,0.0,844.0,1828.0,280.0
67,NBSY-0218SD,4,25262,0.0,1124.0,597.0,58.0
68,NBSY-0218SD,4,25265,597.0,1124.0,1780.0,58.0
69,NBSY-0218SD,4,25827,0.0,1182.0,595.0,38.0
70,NBSY-0218SD,4,25130,595.0,1182.0,1220.0,38.0
71,NBSY-0218SD,4,25105,1815.0,1182.0,618.0,38.0
72,NBSY-0218SD,5,25598,0.0,0.0,2438.0,38.0
73,NBSY-0218SD,5,25642,0.0,38.0,1343.0,58.0
74,NBSY-0218SD,5,25779,1343.0,38.0,1062.0,58.0
75,NBSY-0218SD,5,25278,0.0,96.0,593.0,132.0
76,NBSY-0218SD,5,25916,0.0,228.0,767.0,58.0
