,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,4980,0.0,58.0,2051.0,371.0
2,FMB-0215S,0,4673,0.0,429.0,694.5,278.0
3,FMB-0215S,0,4926,694.5,429.0,681.0,278.0
4,FMB-0215S,0,4500,1375.5,429.0,175.0,278.0
5,FMB-0215S,0,4993,0.0,707.0,362.0,328.0
6,FMB-0215S,0,4803,362.0,707.0,422.0,328.0
7,FMB-0215S,0,4477,784.0,707.0,362.0,328.0
8,FMB-0215S,0,4788,1146.0,707.0,220.0,328.0
9,FMB-0215S,0,4613,1366.0,707.0,220.0,328.0
10,FMB-0215S,0,4964,1586.0,707.0,173.0,328.0
11,FMB-0215S,0,4832,0.0,1035.0,320.0,178.0
12,FMB-0215S,0,4820,320.0,1035.0,811.0,178.0
13,FMB-0215S,1,4494,0.0,0.0,2432.0,485.0
14,FMB-0215S,1,4827,0.0,485.0,923.0,297.0
15,FMB-0215S,1,5077,923.0,485.0,1048.0,297.0
16,FMB-0215S,1,5052,0.0,782.0,2313.0,434.5
17,FMB-0215S,2,4681,0.0,0.0,2432.0,485.0
18,FMB-0215S,2,4882,0.0,485.0,942.0,395.0
19,FMB-0215S,2,5120,942.0,485.0,959.0,395.0
20,FMB-0215S,2,4810,1901.0,485.0,377.0,395.0
21,FMB-0215S,2,4592,0.0,880.0,847.0,340.0
22,FMB-0215S,2,5118,847.0,880.0,847.0,340.0
23,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
24,FMB-0215S,4,4630,0.0,0.0,2415.0,80.0
25,FMB-0215S,4,4670,0.0,80.0,2078.0,58.0
26,FMB-0215S,4,5088,0.0,138.0,1933.0,38.0
27,FMB-0215S,4,4968,0.0,176.0,2388.0,38.0
28,FMB-0215S,5,4960,0.0,0.0,2410.0,370.0
29,FMB-0215S,5,4874,0.0,370.0,1386.5,348.0
30,FMB-0215S,5,5090,1386.5,370.0,898.0,348.0
31,FMB-0215S,5,4424,0.0,718.0,1898.0,348.0
32,FMB-0215S,5,4850,1898.0,718.0,503.0,348.0
33,FMB-0215S,5,4730,0.0,1066.0,397.0,145.0
34,FMB-0215S,5,5013,397.0,1066.0,48.0,145.0
35,FMB-0215S,6,4816,0.0,0.0,2403.0,58.0
36,FMB-0215S,6,5075,0.0,58.0,2098.0,560.0
37,FMB-0215S,6,4531,0.0,618.0,2308.0,58.0
38,FMB-0215S,6,4740,0.0,676.0,1649.0,420.0
39,FMB-0215S,6,4517,0.0,1096.0,1784.0,93.0
40,FMB-0215S,7,5092,0.0,0.0,2403.0,580.0
41,FMB-0215S,7,5056,0.0,580.0,782.0,630.0
42,FMB-0215S,7,5060,782.0,580.0,782.0,630.0
43,FMB-0215S,7,4441,1564.0,580.0,378.0,630.0
44,FMB-0215S,7,4939,1942.0,580.0,38.0,630.0
45,FMB-0215S,8,4691,0.0,0.0,2403.0,580.0
46,FMB-0215S,8,4443,0.0,580.0,2286.0,422.0
47,FMB-0215S,8,4748,2286.0,580.0,58.0,422.0
48,FMB-0215S,8,4474,2344.0,580.0,58.0,422.0
49,FMB-0215S,8,4754,0.0,1002.0,802.0,216.5
50,FMB-0215S,9,4792,0.0,0.0,2398.0,38.0
51,FMB-0215S,9,4464,0.0,38.0,870.0,308.0
52,FMB-0215S,9,4552,0.0,346.0,2243.0,58.0
53,FMB-0215S,9,4617,0.0,404.0,1517.0,58.0
54,FMB-0215S,9,4778,1517.0,404.0,866.0,58.0
55,FMB-0215S,9,4742,0.0,462.0,2168.0,58.0
56,FMB-0215S,9,4916,0.0,520.0,861.0,306.0
57,FMB-0215S,9,4572,0.0,826.0,2360.0,58.0
58,FMB-0215S,9,4772,0.0,884.0,2398.0,38.0
59,FMB-0215S,9,4835,0.0,922.0,2398.0,38.0
60,FMB-0215S,9,5058,0.0,960.0,2157.0,57.0
61,FMB-0215S,9,4988,0.0,1017.0,892.0,58.0
62,FMB-0215S,9,4588,892.0,1017.0,1138.0,58.0
63,FMB-0215S,9,4818,0.0,1075.0,2398.0,38.0
64,FMB-0215S,9,4884,0.0,1113.0,2398.0,38.0
65,FMB-0215S,9,4471,0.0,1151.0,1568.0,58.0
66,FMB-0215S,10,5022,0.0,0.0,2398.0,458.0
67,FMB-0215S,10,4526,0.0,458.0,2398.0,398.0
68,FMB-0215S,10,4403,0.0,856.0,692.0,309.0
69,FMB-0215S,10,4912,0.0,1165.0,1823.0,38.0
70,FMB-0215S,11,5085,0.0,0.0,2398.0,330.0
71,FMB-0215S,11,5112,0.0,330.0,2265.0,871.0
72,FMB-0215S,11,5035,2265.0,330.0,58.0,871.0
73,FMB-0215S,11,4447,2323.0,330.0,58.0,871.0
74,FMB-0215S,12,4902,0.0,0.0,2398.0,480.0
75,FMB-0215S,12,4903,0.0,480.0,2051.0,422.0
76,FMB-0215S,12,4591,2051.0,480.0,347.0,422.0
77,FMB-0215S,12,4486,0.0,902.0,2220.0,298.0
78,FMB-0215S,12,4767,2220.0,902.0,98.0,298.0
79,FMB-0215S,13,4857,0.0,0.0,2394.5,440.0
80,FMB-0215S,13,4971,0.0,440.0,507.0,58.0
81,FMB-0215S,13,4546,507.0,440.0,1861.0,58.0
82,FMB-0215S,13,5098,0.0,498.0,969.0,546.0
83,FMB-0215S,13,4575,0.0,1044.0,545.0,174.5
84,FMB-0215S,14,4998,0.0,0.0,2393.0,310.0
85,FMB-0215S,14,5125,0.0,310.0,700.0,415.0
86,FMB-0215S,14,4771,0.0,725.0,1649.0,420.0
87,FMB-0215S,14,4983,1649.0,725.0,308.0,420.0
88,FMB-0215S,14,4865,1957.0,725.0,308.0,420.0
89,FMB-0215S,14,4869,0.0,1145.0,397.0,58.0
90,FMB-0215S,14,4868,397.0,1145.0,1868.0,58.0
91,FMB-0215S,15,4466,0.0,0.0,2388.0,596.0
92,FMB-0215S,15,4885,0.0,596.0,438.0,78.0
93,FMB-0215S,15,4452,438.0,596.0,488.0,78.0
94,FMB-0215S,15,4422,926.0,596.0,488.0,78.0
95,FMB-0215S,15,4692,1414.0,596.0,438.0,78.0
96,FMB-0215S,15,4518,1852.0,596.0,438.0,78.0
97,FMB-0215S,15,4392,0.0,674.0,926.0,479.5
98,FMB-0215S,15,4775,926.0,674.0,671.0,479.5
99,FMB-0215S,15,5040,1597.0,674.0,470.0,479.5
100,FMB-0215S,15,4402,0.0,1153.5,369.0,58.0
101,FMB-0215S,15,4764,369.0,1153.5,1898.0,58.0
102,FMB-0215S,16,4984,0.0,0.0,2388.0,58.0
103,FMB-0215S,16,4568,0.0,58.0,2301.0,967.0
104,FMB-0215S,16,4888,2301.0,58.0,58.0,967.0
105,FMB-0215S,16,4990,0.0,1025.0,595.0,194.0
106,FMB-0215S,17,4784,0.0,0.0,2363.0,328.0
107,FMB-0215S,17,4951,0.0,328.0,866.0,448.0
108,FMB-0215S,17,4731,866.0,328.0,998.0,448.0
109,FMB-0215S,17,4800,0.0,776.0,642.0,299.0
110,FMB-0215S,17,4751,642.0,776.0,798.0,299.0
