,item_material,flat_index,item_id,x,y,x_length,y_length
0,ZQB-0218S,0,30550,0.0,0.0,2353.0,580.0
1,ZQB-0218S,0,30352,0.0,580.0,748.0,280.0
2,ZQB-0218S,0,30683,748.0,580.0,412.0,280.0
3,ZQB-0218S,0,30985,0.0,860.0,1090.0,58.0
4,ZQB-0218S,0,30569,1090.0,860.0,1160.0,58.0
5,ZQB-0218S,0,30853,0.0,918.0,864.0,58.0
6,ZQB-0218S,0,30799,864.0,918.0,1528.0,58.0
7,ZQB-0218S,0,30291,0.0,976.0,807.0,218.0
8,ZQB-0218S,1,31003,0.0,0.0,2398.0,320.0
9,ZQB-0218S,1,30380,0.0,320.0,2301.0,421.0
10,ZQB-0218S,1,30365,0.0,741.0,665.0,476.0
11,ZQB-0218S,2,30968,0.0,0.0,2396.0,847.0
12,ZQB-0218S,2,30665,0.0,847.0,1162.0,277.0
13,ZQB-0218S,2,30258,0.0,1124.0,2398.0,88.0
14,ZQB-0218S,3,30715,0.0,0.0,2383.0,580.0
15,ZQB-0218S,3,30332,0.0,580.0,1798.0,300.0
16,ZQB-0218S,3,30959,0.0,880.0,404.0,338.0
17,ZQB-0218S,3,30956,404.0,880.0,158.0,338.0
18,ZQB-0218S,3,30832,562.0,880.0,158.0,338.0
19,ZQB-0218S,4,30866,0.0,0.0,2314.0,377.5
20,ZQB-0218S,4,31004,0.0,377.5,733.0,527.0
21,ZQB-0218S,4,30860,0.0,904.5,762.0,310.0
22,ZQB-0218S,4,30954,762.0,904.5,561.0,310.0
23,ZQB-0218S,5,30563,0.0,0.0,2398.0,58.0
24,ZQB-0218S,5,30815,0.0,58.0,1760.0,327.0
25,ZQB-0218S,5,30522,0.0,385.0,384.0,339.0
26,ZQB-0218S,5,30557,0.0,724.0,1191.0,448.0
27,ZQB-0218S,5,30476,0.0,1172.0,315.0,48.0
28,ZQB-0218S,5,30497,315.0,1172.0,1998.0,48.0
29,ZQB-0218S,6,30502,0.0,0.0,2353.0,580.0
30,ZQB-0218S,6,30773,0.0,580.0,2391.0,405.0
31,ZQB-0218S,6,30603,0.0,985.0,463.0,228.0
32,ZQB-0218S,7,30456,0.0,0.0,2232.0,543.0
33,ZQB-0218S,7,30490,0.0,543.0,1941.0,399.0
34,ZQB-0218S,7,30755,0.0,942.0,606.0,239.0
35,ZQB-0218S,7,30398,606.0,942.0,539.0,239.0
36,ZQB-0218S,7,30532,1145.0,942.0,404.0,239.0
37,ZQB-0218S,7,30615,0.0,1181.0,438.0,38.0
38,ZQB-0218S,7,30492,438.0,1181.0,1998.0,38.0
39,ZQB-0218S,8,30610,0.0,0.0,2438.0,580.0
40,ZQB-0218S,8,30889,0.0,580.0,2048.0,528.0
41,ZQB-0218S,8,30684,0.0,1108.0,336.0,92.5
42,ZQB-0218S,8,30493,336.0,1108.0,709.0,92.5
43,ZQB-0218S,8,30774,1045.0,1108.0,613.0,92.5
44,ZQB-0218S,8,30556,1658.0,1108.0,613.0,92.5
45,ZQB-0218S,9,30428,0.0,0.0,2198.0,578.0
46,ZQB-0218S,9,30838,0.0,578.0,845.0,378.0
47,ZQB-0218S,9,30887,845.0,578.0,570.0,378.0
48,ZQB-0218S,9,30626,1415.0,578.0,423.0,378.0
49,ZQB-0218S,9,30393,1838.0,578.0,423.0,378.0
50,ZQB-0218S,9,30620,0.0,956.0,362.0,259.0
51,ZQB-0218S,9,30311,362.0,956.0,489.0,259.0
52,ZQB-0218S,10,30778,0.0,0.0,2398.0,398.0
53,ZQB-0218S,10,30555,0.0,398.0,654.5,506.0
54,ZQB-0218S,10,30899,0.0,904.0,489.0,314.0
55,ZQB-0218S,11,30608,0.0,0.0,2351.0,402.0
56,ZQB-0218S,11,30734,0.0,402.0,790.5,288.5
57,ZQB-0218S,11,30865,0.0,690.5,2048.0,528.0
58,ZQB-0218S,12,30855,0.0,0.0,2398.0,578.0
59,ZQB-0218S,12,30533,0.0,578.0,1198.0,278.0
60,ZQB-0218S,12,31018,1198.0,578.0,783.0,278.0
61,ZQB-0218S,12,30318,1981.0,578.0,403.0,278.0
62,ZQB-0218S,12,30655,0.0,856.0,1862.0,364.0
63,ZQB-0218S,13,30945,0.0,0.0,2232.0,545.0
64,ZQB-0218S,13,30445,0.0,545.0,942.0,482.5
65,ZQB-0218S,13,30439,942.0,545.0,949.0,482.5
66,ZQB-0218S,13,30303,0.0,1027.5,621.0,188.0
67,ZQB-0218S,14,30221,0.0,0.0,2303.0,578.0
68,ZQB-0218S,14,30903,0.0,578.0,2188.0,38.0
69,ZQB-0218S,14,30697,0.0,616.0,605.0,557.5
70,ZQB-0218S,14,30662,0.0,1173.5,297.0,38.0
71,ZQB-0218S,14,30740,297.0,1173.5,2038.0,38.0
72,ZQB-0218S,15,30268,0.0,0.0,2378.0,560.0
73,ZQB-0218S,15,30796,0.0,560.0,460.0,308.0
74,ZQB-0218S,15,30786,460.0,560.0,1090.0,308.0
75,ZQB-0218S,15,30516,1550.0,560.0,728.0,308.0
76,ZQB-0218S,15,30910,0.0,868.0,556.0,352.0
77,ZQB-0218S,16,30548,0.0,0.0,2356.0,558.0
78,ZQB-0218S,16,30664,0.0,558.0,931.0,198.0
79,ZQB-0218S,16,30486,931.0,558.0,843.0,198.0
80,ZQB-0218S,16,30463,1774.0,558.0,643.0,198.0
81,ZQB-0218S,16,30829,0.0,756.0,821.0,462.0
82,ZQB-0218S,16,30765,821.0,756.0,379.0,462.0
83,ZQB-0218S,16,30739,1200.0,756.0,379.0,462.0
84,ZQB-0218S,17,30407,0.0,0.0,2334.0,345.0
85,ZQB-0218S,17,30617,0.0,345.0,2015.5,395.0
86,ZQB-0218S,17,30592,2015.5,345.0,395.0,395.0
87,ZQB-0218S,17,30469,0.0,740.0,762.0,480.0
88,ZQB-0218S,18,30882,0.0,0.0,2306.0,720.0
89,ZQB-0218S,18,30996,0.0,720.0,1037.5,479.0
90,ZQB-0218S,18,30871,1037.5,720.0,216.0,479.0
91,ZQB-0218S,19,30909,0.0,0.0,2341.0,927.0
92,ZQB-0218S,19,30451,0.0,927.0,489.0,292.0
93,ZQB-0218S,20,30587,0.0,0.0,2356.0,558.0
94,ZQB-0218S,20,30897,2356.0,0.0,78.0,558.0
95,ZQB-0218S,20,30574,0.0,558.0,2301.0,662.0
96,ZQB-0218S,20,30454,2301.0,558.0,58.0,662.0
97,ZQB-0218S,21,30453,0.0,0.0,2281.0,736.0
