,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,5092,0.0,58.0,2403.0,580.0
2,FMB-0215S,0,4968,0.0,638.0,2388.0,38.0
3,FMB-0215S,0,5022,0.0,676.0,2398.0,458.0
4,FMB-0215S,0,4759,0.0,1134.0,862.0,58.0
5,FMB-0215S,0,4879,862.0,1134.0,1002.0,58.0
6,FMB-0215S,1,4681,0.0,0.0,2432.0,485.0
7,FMB-0215S,1,4470,0.0,485.0,815.0,452.0
8,FMB-0215S,1,4991,0.0,937.0,717.0,278.5
9,FMB-0215S,2,4494,0.0,0.0,2432.0,485.0
10,FMB-0215S,2,4909,0.0,485.0,758.0,627.0
11,FMB-0215S,2,4767,0.0,1112.0,298.0,98.0
12,FMB-0215S,2,4972,298.0,1112.0,901.0,98.0
13,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
14,FMB-0215S,3,4618,0.0,58.0,772.0,358.0
15,FMB-0215S,3,4905,772.0,58.0,557.0,358.0
16,FMB-0215S,3,4840,1329.0,58.0,556.0,358.0
17,FMB-0215S,3,4760,1885.0,58.0,431.2,358.0
18,FMB-0215S,3,4383,0.0,416.0,723.0,301.5
19,FMB-0215S,3,4516,723.0,416.0,1025.0,301.5
20,FMB-0215S,3,4872,1748.0,416.0,427.0,301.5
21,FMB-0215S,3,5093,0.0,717.5,2194.0,419.0
22,FMB-0215S,3,4630,0.0,1136.5,2415.0,80.0
23,FMB-0215S,4,4960,0.0,0.0,2410.0,370.0
24,FMB-0215S,4,5136,0.0,370.0,2001.0,827.7
25,FMB-0215S,5,4816,0.0,0.0,2403.0,58.0
26,FMB-0215S,6,4691,0.0,0.0,2403.0,580.0
27,FMB-0215S,6,4958,0.0,580.0,1847.0,550.0
28,FMB-0215S,6,4558,0.0,1130.0,1784.0,88.0
29,FMB-0215S,7,4818,0.0,0.0,2398.0,38.0
30,FMB-0215S,7,4792,0.0,38.0,2398.0,38.0
31,FMB-0215S,7,4827,0.0,76.0,923.0,297.0
32,FMB-0215S,7,4984,0.0,373.0,2388.0,58.0
33,FMB-0215S,7,4572,0.0,431.0,2360.0,58.0
34,FMB-0215S,7,4835,0.0,489.0,2398.0,38.0
35,FMB-0215S,7,4756,0.0,527.0,859.0,327.0
36,FMB-0215S,7,4884,0.0,854.0,2398.0,38.0
37,FMB-0215S,7,4772,0.0,892.0,2398.0,38.0
38,FMB-0215S,7,4546,0.0,930.0,1861.0,58.0
39,FMB-0215S,7,5035,0.0,988.0,871.0,58.0
40,FMB-0215S,7,4888,871.0,988.0,967.0,58.0
41,FMB-0215S,7,4639,0.0,1046.0,951.0,58.0
42,FMB-0215S,7,4988,951.0,1046.0,892.0,58.0
43,FMB-0215S,7,4887,0.0,1104.0,888.0,58.0
44,FMB-0215S,7,5072,0.0,1162.0,2078.0,58.0
45,FMB-0215S,8,5085,0.0,0.0,2398.0,330.0
46,FMB-0215S,8,5045,0.0,330.0,528.0,173.0
47,FMB-0215S,8,4964,528.0,330.0,328.0,173.0
48,FMB-0215S,8,4526,0.0,503.0,2398.0,398.0
49,FMB-0215S,8,4990,0.0,901.0,595.0,194.0
50,FMB-0215S,8,4560,0.0,1095.0,442.0,58.0
51,FMB-0215S,8,4764,442.0,1095.0,1898.0,58.0
52,FMB-0215S,8,4651,0.0,1153.0,488.0,58.0
53,FMB-0215S,8,4868,488.0,1153.0,1868.0,58.0
54,FMB-0215S,9,4902,0.0,0.0,2398.0,480.0
55,FMB-0215S,9,4397,0.0,480.0,878.0,448.5
56,FMB-0215S,9,5133,0.0,928.5,692.0,290.0
57,FMB-0215S,10,4857,0.0,0.0,2394.5,440.0
58,FMB-0215S,10,4858,0.0,440.0,813.0,433.5
59,FMB-0215S,10,4998,0.0,873.5,2393.0,310.0
60,FMB-0215S,11,4466,0.0,0.0,2388.0,596.0
61,FMB-0215S,11,4789,0.0,596.0,2152.0,580.0
62,FMB-0215S,11,4900,0.0,1176.0,317.0,38.0
63,FMB-0215S,11,4536,317.0,1176.0,1938.0,38.0
64,FMB-0215S,12,4784,0.0,0.0,2363.0,328.0
65,FMB-0215S,12,4713,0.0,328.0,1718.0,58.0
66,FMB-0215S,12,5101,1718.0,328.0,507.0,58.0
67,FMB-0215S,12,4706,0.0,386.0,2258.0,580.0
68,FMB-0215S,12,4777,0.0,966.0,338.0,198.0
69,FMB-0215S,12,4446,0.0,1164.0,361.0,48.0
70,FMB-0215S,12,4550,361.0,1164.0,470.0,48.0
71,FMB-0215S,12,4493,831.0,1164.0,470.0,48.0
72,FMB-0215S,13,4808,0.0,0.0,2360.0,307.0
73,FMB-0215S,13,4531,0.0,307.0,2308.0,58.0
74,FMB-0215S,13,5058,0.0,365.0,2157.0,57.0
75,FMB-0215S,13,4882,0.0,422.0,942.0,395.0
76,FMB-0215S,13,5090,0.0,817.0,898.0,348.0
77,FMB-0215S,13,4874,898.0,817.0,1386.5,348.0
78,FMB-0215S,14,5024,0.0,0.0,2356.0,862.0
79,FMB-0215S,14,5103,0.0,862.0,2058.0,58.0
80,FMB-0215S,14,4419,0.0,920.0,861.0,300.0
81,FMB-0215S,14,4495,861.0,920.0,861.0,300.0
82,FMB-0215S,15,5131,0.0,0.0,2338.0,398.0
83,FMB-0215S,15,4520,0.0,398.0,465.0,238.0
84,FMB-0215S,15,5007,465.0,398.0,438.0,238.0
85,FMB-0215S,15,4549,0.0,636.0,550.5,422.0
86,FMB-0215S,15,4848,550.5,636.0,1748.0,422.0
87,FMB-0215S,15,4987,0.0,1058.0,438.0,158.0
88,FMB-0215S,16,4856,0.0,0.0,2328.0,578.0
89,FMB-0215S,16,4670,0.0,578.0,2078.0,58.0
90,FMB-0215S,16,4739,0.0,636.0,1598.0,429.0
91,FMB-0215S,16,4742,0.0,1065.0,2168.0,58.0
92,FMB-0215S,16,4616,0.0,1123.0,513.5,92.5
93,FMB-0215S,16,5126,513.5,1123.0,589.0,92.5
94,FMB-0215S,16,4791,1102.5,1123.0,571.0,92.5
95,FMB-0215S,16,5119,1673.5,1123.0,532.0,92.5
96,FMB-0215S,17,4417,0.0,0.0,2322.0,1050.0
97,FMB-0215S,17,5081,0.0,1050.0,1668.0,58.0
98,FMB-0215S,17,4935,1668.0,1050.0,628.0,58.0
99,FMB-0215S,17,4517,0.0,1108.0,1784.0,93.0
100,FMB-0215S,18,4408,0.0,0.0,2318.0,58.0
101,FMB-0215S,18,4749,0.0,58.0,1978.0,857.0
102,FMB-0215S,18,5121,1978.0,58.0,58.0,857.0
103,FMB-0215S,18,4622,0.0,915.0,375.0,303.5
104,FMB-0215S,19,5052,0.0,0.0,2313.0,434.5
105,FMB-0215S,19,4484,0.0,434.5,791.0,558.0
106,FMB-0215S,19,4797,791.0,434.5,337.0,558.0
107,FMB-0215S,19,4768,1128.0,434.5,337.0,558.0
108,FMB-0215S,19,4480,1465.0,434.5,201.0,558.0
109,FMB-0215S,19,4793,0.0,992.5,1778.5,220.0
110,FMB-0215S,20,4610,0.0,0.0,2306.0,770.0
111,FMB-0215S,20,4457,0.0,770.0,2194.0,394.0
112,FMB-0215S,20,4689,0.0,1164.0,573.0,53.0
113,FMB-0215S,20,4535,573.0,1164.0,1198.0,53.0
114,FMB-0215S,21,5132,0.0,0.0,2306.0,770.0
