,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,4848,0.0,58.0,1748.0,422.0
2,FMB-0215S,0,4549,1748.0,58.0,550.5,422.0
3,FMB-0215S,0,4474,2298.5,58.0,58.0,422.0
4,FMB-0215S,0,4748,2356.5,58.0,58.0,422.0
5,FMB-0215S,0,4516,0.0,480.0,1025.0,301.5
6,FMB-0215S,0,4872,1025.0,480.0,427.0,301.5
7,FMB-0215S,0,4941,0.0,781.5,878.0,329.0
8,FMB-0215S,0,4456,878.0,781.5,882.0,329.0
9,FMB-0215S,0,4717,1760.0,781.5,422.0,329.0
10,FMB-0215S,0,4589,2182.0,781.5,58.0,329.0
11,FMB-0215S,0,4978,0.0,1110.5,998.0,93.0
12,FMB-0215S,1,4494,0.0,0.0,2432.0,485.0
13,FMB-0215S,1,4622,0.0,485.0,375.0,303.5
14,FMB-0215S,1,4886,0.0,788.5,548.5,430.0
15,FMB-0215S,1,4910,548.5,788.5,588.0,430.0
16,FMB-0215S,1,5023,1136.5,788.5,588.0,430.0
17,FMB-0215S,1,5073,1724.5,788.5,316.0,430.0
18,FMB-0215S,2,4681,0.0,0.0,2432.0,485.0
19,FMB-0215S,2,4701,0.0,485.0,1172.0,722.0
20,FMB-0215S,2,5086,1172.0,485.0,527.0,722.0
21,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
22,FMB-0215S,3,4405,0.0,58.0,584.0,504.0
23,FMB-0215S,3,4468,0.0,562.0,2025.0,348.0
24,FMB-0215S,3,4535,0.0,910.0,1198.0,53.0
25,FMB-0215S,3,4786,0.0,963.0,891.0,240.0
26,FMB-0215S,4,4630,0.0,0.0,2415.0,80.0
27,FMB-0215S,4,4808,0.0,80.0,2360.0,307.0
28,FMB-0215S,4,5011,0.0,387.0,964.0,330.0
29,FMB-0215S,4,4751,0.0,717.0,798.0,299.0
30,FMB-0215S,4,4800,798.0,717.0,642.0,299.0
31,FMB-0215S,4,4399,1440.0,717.0,178.0,299.0
32,FMB-0215S,4,4434,0.0,1016.0,695.0,204.0
33,FMB-0215S,5,4960,0.0,0.0,2410.0,370.0
34,FMB-0215S,5,4524,0.0,370.0,780.5,415.5
35,FMB-0215S,5,5036,0.0,785.5,832.0,329.0
36,FMB-0215S,5,4515,0.0,1114.5,858.0,58.0
37,FMB-0215S,5,4617,858.0,1114.5,1517.0,58.0
38,FMB-0215S,5,4401,0.0,1172.5,369.0,38.0
39,FMB-0215S,5,4912,369.0,1172.5,1823.0,38.0
40,FMB-0215S,6,4816,0.0,0.0,2403.0,58.0
41,FMB-0215S,6,4679,0.0,58.0,1460.0,508.0
42,FMB-0215S,6,4437,0.0,566.0,2163.0,330.0
43,FMB-0215S,6,4633,0.0,896.0,862.0,319.0
44,FMB-0215S,7,5092,0.0,0.0,2403.0,580.0
45,FMB-0215S,7,4466,0.0,580.0,2388.0,596.0
46,FMB-0215S,7,5079,0.0,1176.0,369.0,38.0
47,FMB-0215S,7,5088,369.0,1176.0,1933.0,38.0
48,FMB-0215S,8,4691,0.0,0.0,2403.0,580.0
49,FMB-0215S,8,4659,0.0,580.0,2298.0,445.0
50,FMB-0215S,8,4990,0.0,1025.0,595.0,194.0
51,FMB-0215S,9,4792,0.0,0.0,2398.0,38.0
52,FMB-0215S,9,4572,0.0,38.0,2360.0,58.0
53,FMB-0215S,9,4835,0.0,96.0,2398.0,38.0
54,FMB-0215S,10,5085,0.0,0.0,2398.0,330.0
55,FMB-0215S,10,4980,0.0,330.0,2051.0,371.0
56,FMB-0215S,10,4680,0.0,701.0,1021.5,327.0
57,FMB-0215S,10,4720,1021.5,701.0,859.0,327.0
58,FMB-0215S,10,5045,0.0,1028.0,528.0,173.0
59,FMB-0215S,11,4818,0.0,0.0,2398.0,38.0
60,FMB-0215S,11,4756,0.0,38.0,859.0,327.0
61,FMB-0215S,11,4696,859.0,38.0,1163.0,327.0
62,FMB-0215S,11,4677,0.0,365.0,1422.0,347.0
63,FMB-0215S,11,4591,1422.0,365.0,422.0,347.0
64,FMB-0215S,11,4525,0.0,712.0,709.0,395.0
65,FMB-0215S,11,5120,709.0,712.0,959.0,395.0
66,FMB-0215S,11,4876,0.0,1107.0,1480.0,88.0
67,FMB-0215S,12,4772,0.0,0.0,2398.0,38.0
68,FMB-0215S,12,4763,0.0,38.0,2264.0,455.0
69,FMB-0215S,12,5020,0.0,493.0,479.5,379.0
70,FMB-0215S,12,5027,479.5,493.0,932.5,379.0
71,FMB-0215S,12,4815,1412.0,493.0,865.0,379.0
72,FMB-0215S,12,4638,0.0,872.0,483.0,267.5
73,FMB-0215S,12,4559,483.0,872.0,631.0,267.5
74,FMB-0215S,12,5006,0.0,1139.5,288.0,78.0
75,FMB-0215S,12,4518,288.0,1139.5,438.0,78.0
76,FMB-0215S,12,4692,726.0,1139.5,438.0,78.0
77,FMB-0215S,12,4885,1164.0,1139.5,438.0,78.0
78,FMB-0215S,12,4750,1602.0,1139.5,338.0,78.0
79,FMB-0215S,12,4878,1940.0,1139.5,288.0,78.0
80,FMB-0215S,13,4902,0.0,0.0,2398.0,480.0
81,FMB-0215S,13,4747,0.0,480.0,661.0,124.5
82,FMB-0215S,13,4752,661.0,480.0,588.5,124.5
83,FMB-0215S,13,4425,0.0,604.5,1510.0,38.0
84,FMB-0215S,13,4844,1510.0,604.5,678.0,38.0
85,FMB-0215S,13,4880,0.0,642.5,891.0,557.0
86,FMB-0215S,13,4548,891.0,642.5,366.0,557.0
87,FMB-0215S,13,4905,1257.0,642.5,358.0,557.0
88,FMB-0215S,14,4884,0.0,0.0,2398.0,38.0
89,FMB-0215S,14,4414,0.0,38.0,462.0,379.0
90,FMB-0215S,14,4584,462.0,38.0,1277.0,379.0
91,FMB-0215S,14,4523,1739.0,38.0,562.0,379.0
92,FMB-0215S,14,4710,0.0,417.0,288.0,118.0
93,FMB-0215S,14,4476,288.0,417.0,488.0,118.0
94,FMB-0215S,14,4644,776.0,417.0,488.0,118.0
95,FMB-0215S,14,4743,1264.0,417.0,488.0,118.0
96,FMB-0215S,14,4834,1752.0,417.0,488.0,118.0
97,FMB-0215S,14,4795,0.0,535.0,2001.0,399.3
98,FMB-0215S,14,5054,0.0,934.3,746.0,284.5
99,FMB-0215S,14,4388,746.0,934.3,277.0,284.5
100,FMB-0215S,15,4526,0.0,0.0,2398.0,398.0
101,FMB-0215S,15,4666,0.0,398.0,2066.0,822.0
102,FMB-0215S,16,5022,0.0,0.0,2398.0,458.0
103,FMB-0215S,16,4706,0.0,458.0,2258.0,580.0
104,FMB-0215S,16,4859,2258.0,458.0,52.5,580.0
105,FMB-0215S,16,4839,0.0,1038.0,328.0,180.0
106,FMB-0215S,16,4614,328.0,1038.0,328.0,180.0
107,FMB-0215S,17,4857,0.0,0.0,2394.5,440.0
108,FMB-0215S,17,4734,0.0,440.0,1333.0,263.0
109,FMB-0215S,17,4968,0.0,703.0,2388.0,38.0
110,FMB-0215S,17,4421,0.0,741.0,715.0,429.0
111,FMB-0215S,17,4985,0.0,1170.0,255.0,48.0
112,FMB-0215S,17,4498,255.0,1170.0,494.0,48.0
113,FMB-0215S,17,4446,749.0,1170.0,361.0,48.0
