,item_material,flat_index,item_id,x,y,x_length,y_length
0,YW10-0218S,0,356,0.0,0.0,2418.0,58.0
1,YW10-0218S,1,542,0.0,0.0,2418.0,58.0
2,YW10-0218S,1,611,0.0,58.0,880.0,348.0
3,YW10-0218S,1,59,880.0,58.0,1128.0,348.0
4,YW10-0218S,1,674,0.0,406.0,484.0,389.0
5,YW10-0218S,1,612,484.0,406.0,527.0,389.0
6,YW10-0218S,1,404,1011.0,406.0,484.0,389.0
7,YW10-0218S,1,259,0.0,795.0,2161.0,298.0
8,YW10-0218S,1,534,0.0,1093.0,438.0,118.0
9,YW10-0218S,1,514,438.0,1093.0,488.0,118.0
10,YW10-0218S,1,532,926.0,1093.0,488.0,118.0
11,YW10-0218S,2,235,0.0,0.0,2418.0,58.0
12,YW10-0218S,2,443,0.0,58.0,1028.0,380.0
13,YW10-0218S,2,766,1028.0,58.0,798.0,380.0
14,YW10-0218S,2,115,0.0,438.0,2388.0,558.0
15,YW10-0218S,2,589,0.0,996.0,378.0,224.0
16,YW10-0218S,2,567,378.0,996.0,378.0,224.0
17,YW10-0218S,3,723,0.0,0.0,2416.0,38.0
18,YW10-0218S,3,315,0.0,38.0,2198.0,578.0
19,YW10-0218S,3,730,0.0,616.0,2298.0,330.0
20,YW10-0218S,3,350,0.0,946.0,2062.0,58.0
21,YW10-0218S,3,149,0.0,1004.0,950.0,58.0
22,YW10-0218S,3,440,950.0,1004.0,1437.0,58.0
23,YW10-0218S,3,452,0.0,1062.0,2328.5,153.5
24,YW10-0218S,4,113,0.0,0.0,2398.0,328.0
25,YW10-0218S,4,561,0.0,328.0,1362.0,565.0
26,YW10-0218S,4,609,0.0,893.0,503.5,327.0
27,YW10-0218S,4,319,503.5,893.0,1541.0,327.0
28,YW10-0218S,5,765,0.0,0.0,2398.0,393.0
29,YW10-0218S,5,371,0.0,393.0,754.0,289.0
30,YW10-0218S,5,488,754.0,393.0,668.4,289.0
31,YW10-0218S,5,18,1422.4,393.0,508.0,289.0
32,YW10-0218S,5,265,0.0,682.0,1473.0,370.0
33,YW10-0218S,5,241,1473.0,682.0,518.0,370.0
34,YW10-0218S,5,189,1991.0,682.0,308.0,370.0
35,YW10-0218S,5,279,0.0,1052.0,705.0,163.0
36,YW10-0218S,6,25,0.0,0.0,2398.0,299.0
37,YW10-0218S,6,429,0.0,299.0,942.0,392.0
38,YW10-0218S,6,16,942.0,299.0,942.0,392.0
39,YW10-0218S,6,212,0.0,691.0,2353.0,328.0
40,YW10-0218S,6,205,0.0,1019.0,743.0,198.5
41,YW10-0218S,7,170,0.0,0.0,2393.0,38.0
42,YW10-0218S,7,570,0.0,38.0,2291.0,438.5
43,YW10-0218S,7,453,0.0,476.5,2224.0,58.0
44,YW10-0218S,7,588,0.0,534.5,2353.0,58.0
45,YW10-0218S,7,640,0.0,592.5,2294.0,38.0
46,YW10-0218S,7,48,0.0,630.5,2353.0,38.0
47,YW10-0218S,8,73,0.0,0.0,2388.0,98.0
48,YW10-0218S,8,207,0.0,98.0,488.0,485.0
49,YW10-0218S,8,559,0.0,583.0,702.0,516.5
50,YW10-0218S,8,167,0.0,1099.5,238.0,118.0
51,YW10-0218S,8,50,238.0,1099.5,2048.0,118.0
52,YW10-0218S,9,304,0.0,0.0,2368.0,328.0
53,YW10-0218S,9,0,0.0,328.0,2001.0,58.0
54,YW10-0218S,9,604,0.0,386.0,2196.0,579.0
55,YW10-0218S,9,538,0.0,965.0,402.0,249.0
56,YW10-0218S,10,61,0.0,0.0,2367.0,218.0
57,YW10-0218S,10,242,0.0,218.0,546.0,441.0
58,YW10-0218S,10,665,0.0,659.0,464.0,378.8
59,YW10-0218S,10,320,464.0,659.0,464.0,378.8
60,YW10-0218S,10,666,928.0,659.0,464.0,378.8
61,YW10-0218S,10,671,0.0,1037.8,2217.0,58.0
62,YW10-0218S,10,635,0.0,1095.8,338.0,118.0
