,item_material,flat_index,item_id,x,y,x_length,y_length
0,FMB-0215S,0,5095,0.0,0.0,2433.0,58.0
1,FMB-0215S,0,4818,0.0,58.0,2398.0,38.0
2,FMB-0215S,0,4896,0.0,96.0,603.0,124.5
3,FMB-0215S,0,4752,603.0,96.0,588.5,124.5
4,FMB-0215S,0,4656,0.0,220.5,519.0,345.0
5,FMB-0215S,0,4706,0.0,565.5,2258.0,580.0
6,FMB-0215S,0,4864,0.0,1145.5,332.0,58.0
7,FMB-0215S,0,4670,332.0,1145.5,2078.0,58.0
8,FMB-0215S,1,4681,0.0,0.0,2432.0,485.0
9,FMB-0215S,1,4479,0.0,485.0,1025.0,58.0
10,FMB-0215S,1,5004,1025.0,485.0,1361.0,58.0
11,FMB-0215S,1,4705,0.0,543.0,390.0,58.0
12,FMB-0215S,1,4507,390.0,543.0,1998.0,58.0
13,FMB-0215S,1,4641,0.0,601.0,1071.0,615.0
14,FMB-0215S,2,4494,0.0,0.0,2432.0,485.0
15,FMB-0215S,2,4825,0.0,485.0,930.0,516.0
16,FMB-0215S,2,4754,0.0,1001.0,802.0,216.5
17,FMB-0215S,3,4943,0.0,0.0,2418.0,58.0
18,FMB-0215S,3,4816,0.0,58.0,2403.0,58.0
19,FMB-0215S,4,4630,0.0,0.0,2415.0,80.0
20,FMB-0215S,4,4584,0.0,80.0,1277.0,379.0
21,FMB-0215S,4,4958,0.0,459.0,1847.0,550.0
22,FMB-0215S,4,4558,0.0,1009.0,1784.0,88.0
23,FMB-0215S,4,4600,0.0,1097.0,388.0,78.0
24,FMB-0215S,4,4770,388.0,1097.0,388.0,78.0
25,FMB-0215S,4,4729,776.0,1097.0,388.0,78.0
26,FMB-0215S,4,4981,0.0,1175.0,491.0,38.0
27,FMB-0215S,4,4781,491.0,1175.0,1638.0,38.0
28,FMB-0215S,5,4960,0.0,0.0,2410.0,370.0
29,FMB-0215S,5,4583,0.0,370.0,890.0,536.0
30,FMB-0215S,5,4688,890.0,370.0,418.0,536.0
31,FMB-0215S,5,4621,1308.0,370.0,114.0,536.0
32,FMB-0215S,5,4814,0.0,906.0,509.0,312.0
33,FMB-0215S,6,4691,0.0,0.0,2403.0,580.0
34,FMB-0215S,6,4982,0.0,580.0,2301.0,507.0
35,FMB-0215S,6,5101,2301.0,580.0,58.0,507.0
36,FMB-0215S,6,5091,2359.0,580.0,38.0,507.0
37,FMB-0215S,6,4974,0.0,1087.0,869.0,128.0
38,FMB-0215S,7,5092,0.0,0.0,2403.0,580.0
39,FMB-0215S,7,4408,0.0,580.0,2318.0,58.0
40,FMB-0215S,7,4599,0.0,638.0,647.0,538.0
41,FMB-0215S,7,5051,647.0,638.0,791.0,538.0
42,FMB-0215S,7,5078,0.0,1176.0,321.0,38.0
43,FMB-0215S,7,4912,321.0,1176.0,1823.0,38.0
44,FMB-0215S,8,4792,0.0,0.0,2398.0,38.0
45,FMB-0215S,8,4742,0.0,38.0,2168.0,58.0
46,FMB-0215S,8,4835,0.0,96.0,2398.0,38.0
47,FMB-0215S,9,4526,0.0,0.0,2398.0,398.0
48,FMB-0215S,9,4677,0.0,398.0,1422.0,347.0
49,FMB-0215S,9,4759,0.0,745.0,862.0,58.0
50,FMB-0215S,9,4888,862.0,745.0,967.0,58.0
51,FMB-0215S,9,4727,0.0,803.0,1712.0,58.0
52,FMB-0215S,9,4755,0.0,861.0,858.0,58.0
53,FMB-0215S,9,4639,858.0,861.0,951.0,58.0
54,FMB-0215S,9,4772,0.0,919.0,2398.0,38.0
55,FMB-0215S,9,4851,0.0,957.0,733.0,237.0
56,FMB-0215S,10,5022,0.0,0.0,2398.0,458.0
57,FMB-0215S,10,4400,0.0,458.0,1553.0,580.0
58,FMB-0215S,10,4798,1553.0,458.0,458.5,580.0
59,FMB-0215S,10,4859,2011.5,458.0,52.5,580.0
60,FMB-0215S,10,4542,0.0,1038.0,670.0,175.5
61,FMB-0215S,11,4902,0.0,0.0,2398.0,480.0
62,FMB-0215S,11,4619,0.0,480.0,893.0,176.0
63,FMB-0215S,11,4521,0.0,656.0,621.5,267.5
64,FMB-0215S,11,4559,621.5,656.0,631.0,267.5
65,FMB-0215S,11,4439,0.0,923.5,816.0,294.5
66,FMB-0215S,12,5085,0.0,0.0,2398.0,330.0
67,FMB-0215S,12,4779,0.0,330.0,1996.0,866.0
68,FMB-0215S,12,4778,1996.0,330.0,58.0,866.0
69,FMB-0215S,12,4712,2054.0,330.0,58.0,866.0
70,FMB-0215S,13,4884,0.0,0.0,2398.0,38.0
71,FMB-0215S,13,4632,0.0,38.0,2306.0,770.0
72,FMB-0215S,13,4776,2306.0,38.0,58.0,770.0
73,FMB-0215S,13,4530,0.0,808.0,790.0,411.0
74,FMB-0215S,14,4857,0.0,0.0,2394.5,440.0
75,FMB-0215S,14,4874,0.0,440.0,1386.5,348.0
76,FMB-0215S,14,4850,1386.5,440.0,503.0,348.0
77,FMB-0215S,14,4422,0.0,788.0,488.0,78.0
78,FMB-0215S,14,4512,488.0,788.0,488.0,78.0
79,FMB-0215S,14,4452,976.0,788.0,488.0,78.0
